,file name,label,vanti,train \ test,score,vanti label,vanti with pr
531,I6UWE_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-14_02-47-32.BMP,0,1,1,0.33,0,1
532,I6UWO_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-17_15-47-48.BMP,0,1,0,0.16,0,1
635,1P38U_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY14_2020-11-18_09-35-45.BMP,0,0,1,0.5,0,1
667,2RKKY_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY8_2020-11-01_17-34-40.BMP,0,1,0,0.43,0,1
668,2RKKY_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY9_2020-11-01_04-43-23.BMP,0,1,0,0.55,0,1
669,2RKKY_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-01_01-08-38.BMP,0,1,0,0.59,0,1
670,2RKMW_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY9_2020-11-17_09-15-03.BMP,0,1,0,0.54,0,1
671,2RKMW_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY9_2020-11-17_09-15-03.BMP,0,1,1,0.32,0,1
672,2RKNC_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-08_12-58-24.BMP,0,1,0,0.19,0,1
673,2RKNC_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-08_12-58-24.BMP,0,1,0,0.14,0,1
674,2RKNC_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-08_12-58-24.BMP,0,1,1,0.33,0,1
675,2RKR2_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-02_13-02-04.BMP,0,1,0,0.42,0,1
676,2RKR2_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-02_13-02-04.BMP,0,1,0,0.35,0,1
677,2RKRS_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-13_00-41-05.BMP,0,1,1,0.32,0,1
678,2RKRS_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-13_00-41-05.BMP,0,1,1,0.55,0,1
679,2RKRS_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-13_00-41-05.BMP,0,1,1,0.51,0,1
680,2RKRS_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-13_00-41-05.BMP,0,1,0,0.15,0,1
681,2RKSE_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-10_08-01-49.BMP,0,1,0,0.17,0,1
682,2RKSE_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-10_08-01-49.BMP,0,1,0,0.32,0,1
683,2RKSE_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-10_08-01-49.BMP,0,1,0,0.6,0,1
684,2RKTC_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-11_02-20-16.BMP,0,1,0,0.58,0,1
685,2RKZC_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-10_21-30-41.BMP,0,1,1,0.6,0,1
686,2RL0I_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-13_04-08-03.BMP,0,1,0,0.55,0,1
687,2RL0Q_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-16_07-15-18.BMP,0,1,1,0.13,0,1
688,2RL5E_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-13_12-13-59.BMP,0,1,1,0.48,0,1
689,2RL5E_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-13_12-13-59.BMP,0,1,0,0.25,0,1
690,2RL5O_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY9_2020-12-10_11-29-27.BMP,0,1,0,0.31,0,1
691,2RL6W_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-13_15-44-14.BMP,0,1,0,0.36,0,1
692,2RL8M_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-16_04-52-21.BMP,0,1,1,0.52,0,1
693,2RL8M_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-16_04-52-21.BMP,0,1,0,0.48,0,1
694,2RL8M_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-16_04-52-21.BMP,0,1,1,0.53,0,1
695,2RL8S_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY9_2020-11-11_04-09-15.BMP,0,1,1,0.35,0,1
696,2RL9A_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-07_00-11-01.BMP,0,1,1,0.6,0,1
697,2RL9K_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-18_20-38-46.BMP,0,1,0,0.35,0,1
698,2RL9K_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-18_20-38-46.BMP,0,1,1,0.38,0,1
699,2RL9M_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-02_11-52-45.BMP,0,1,0,0.18,0,1
700,2RL9Q_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-16_05-38-04.BMP,0,1,0,0.41,0,1
701,2RL9Q_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-16_05-38-04.BMP,0,1,0,0.6,0,1
702,2RLAK_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY9_2020-11-14_18-00-24.BMP,0,1,0,0.36,0,1
703,2RLF8_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-06_18-12-36.BMP,0,1,0,0.42,0,1
704,2RLFA_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-11_18-12-45.BMP,0,1,0,0.24,0,1
705,2RLG4_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-13_22-58-10.BMP,0,1,0,0.31,0,1
706,2RLH4_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY8_2020-11-02_17-18-11.BMP,0,1,0,0.42,0,1
707,2RLHG_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-22_12-08-10.BMP,0,1,1,0.38,0,1
708,2RLHG_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-22_12-08-10.BMP,0,1,1,0.5,0,1
709,2RLHK_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-11_10-36-28.BMP,0,1,0,0.12,0,1
710,2RLHK_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-11_10-36-28.BMP,0,1,0,0.3,0,1
711,2RLHM_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-13_15-34-51.BMP,0,1,0,0.19,0,1
712,2RLHO_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-11_21-06-01.BMP,0,1,0,0.44,0,1
713,2RLHQ_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY9_2020-11-02_13-06-53.BMP,0,1,0,0.46,0,1
714,2RLHQ_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY9_2020-11-02_13-06-53.BMP,0,1,1,0.28,0,1
715,2RLHU_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-10_18-12-20.BMP,0,1,0,0.55,0,1
716,2RLHU_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-10_18-12-20.BMP,0,1,0,0.17,0,1
717,2RLIM_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-01_05-01-10.BMP,0,1,0,0.32,0,1
718,2RLIM_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-01_05-01-10.BMP,0,1,0,0.15,0,1
719,2RLIM_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-01_05-01-10.BMP,0,1,0,0.46,0,1
720,2RLJS_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-02_22-22-41.BMP,0,1,0,0.57,0,1
721,2RLK6_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-08_15-20-40.BMP,0,1,0,0.27,0,1
722,2RLK6_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-08_15-20-40.BMP,0,1,1,0.31,0,1
723,2RLKC_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-13_01-22-33.BMP,0,1,0,0.31,0,1
724,2RLKC_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-13_01-22-33.BMP,0,1,0,0.23,0,1
725,2RLKC_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-13_01-22-33.BMP,0,1,0,0.45,0,1
726,2RLKG_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-08_13-11-20.BMP,0,1,1,0.6,0,1
727,2RLKG_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-08_13-11-20.BMP,0,1,0,0.45,0,1
728,2RLKY_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-23_23-12-57.BMP,0,1,1,0.52,0,1
729,2RLKY_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX13DY6SDX9SDY10_2020-12-02_19-58-59.BMP,0,1,0,0.21,0,1
730,2RLMA_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-10_18-33-41.BMP,0,1,0,0.12,0,1
731,2RLME_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-03_12-06-20.BMP,0,1,1,0.2,0,1
732,2RLMK_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-09_10-43-40.BMP,0,1,0,0.48,0,1
733,2RLMS_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-06_15-43-57.BMP,0,1,0,0.42,0,1
734,2RLN4_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-11_21-49-50.BMP,0,1,0,0.16,0,1
735,2RLNE_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-14_12-24-10.BMP,0,1,0,0.59,0,1
736,2RLNE_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-14_12-24-10.BMP,0,1,0,0.57,0,1
737,2RLNE_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-14_12-24-10.BMP,0,1,0,0.16,0,1
738,2RLNS_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-08_06-38-22.BMP,0,1,0,0.23,0,1
740,2RLO2_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-20_22-57-16.BMP,0,1,0,0.19,0,1
741,2RLO8_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-14_22-43-00.BMP,0,1,0,0.21,0,1
742,2RLOG_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-22_12-44-22.BMP,0,1,1,0.14,0,1
744,2RLOI_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-13_13-15-32.BMP,0,1,1,0.34,0,1
745,2RLOQ_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-24_21-42-52.BMP,0,1,0,0.13,0,1
746,2RLPG_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-08_05-49-03.BMP,0,1,0,0.56,0,1
747,2RLPQ_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-12-18_16-46-07.BMP,0,1,1,0.57,0,1
751,2RLQ4_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-25_06-41-16.BMP,0,1,0,0.18,0,1
752,2RLQC_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-10_11-23-33.BMP,0,1,1,0.36,0,1
753,2RLQM_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-12-19_13-31-41.BMP,0,1,0,0.39,0,1
754,2RLQM_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-19_13-31-41.BMP,0,1,1,0.22,0,1
755,2RLQM_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-19_13-31-41.BMP,0,1,1,0.17,0,1
756,2RLQM_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-19_13-31-41.BMP,0,1,0,0.19,0,1
757,2RLQO_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-08_07-21-31.BMP,0,1,0,0.22,0,1
763,2RLR6_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-12_21-46-46.BMP,0,1,0,0.27,0,1
764,2RLR6_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-12_21-46-46.BMP,0,1,0,0.28,0,1
765,2RLR6_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-12_21-46-46.BMP,0,1,0,0.4,0,1
766,2RLRA_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-12-03_10-41-06.BMP,0,1,0,0.4,0,1
767,2RLRA_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-12-03_10-41-06.BMP,0,1,0,0.3,0,1
768,2RLRA_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-12-03_10-41-06.BMP,0,1,1,0.54,0,1
769,2RLRA_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-03_10-41-06.BMP,0,1,1,0.39,0,1
770,2RLRW_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-14_03-30-37.BMP,0,1,1,0.4,0,1
771,2RLSA_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-13_07-49-38.BMP,0,1,0,0.25,0,1
772,2RLSA_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-13_07-49-38.BMP,0,1,0,0.32,0,1
773,2RLSE_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-30_05-14-45.BMP,0,1,0,0.19,0,1
774,2RLSU_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-14_19-32-17.BMP,0,1,0,0.49,0,1
775,2RLT8_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY9_2020-12-30_12-53-48.BMP,0,1,0,0.14,0,1
776,2RLUY_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-12-30_05-12-06.BMP,0,1,1,0.56,0,1
777,2RLUY_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-30_05-12-06.BMP,0,1,0,0.55,0,1
778,2RLUY_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-30_05-12-06.BMP,0,1,0,0.48,0,1
779,2RLUY_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-30_05-12-06.BMP,0,1,0,0.32,0,1
780,2RLV0_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-28_01-55-18.BMP,0,1,0,0.42,0,1
781,2RLV8_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-03_08-40-09.BMP,0,1,0,0.44,0,1
782,2RLVA_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-28_10-14-00.BMP,0,1,0,0.29,0,1
784,2RLVC_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-12-03_20-02-43.BMP,0,1,0,0.6,0,1
785,2RLVC_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-12-03_20-02-43.BMP,0,1,0,0.21,0,1
786,2RLVC_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY9_2020-12-04_08-42-57.BMP,0,1,0,0.26,0,1
787,2RLVC_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-03_20-02-43.BMP,0,1,1,0.16,0,1
788,2RLVC_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-03_20-02-43.BMP,0,1,1,0.19,0,1
789,2RLVG_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-14_22-15-20.BMP,0,1,0,0.29,0,1
790,2RLVG_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-14_22-15-20.BMP,0,1,0,0.39,0,1
791,2RLVG_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-14_22-15-20.BMP,0,1,0,0.53,0,1
792,2RLVK_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-12-21_07-59-43.BMP,0,1,1,0.4,0,1
793,2RLVK_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-21_07-59-43.BMP,0,1,0,0.15,0,1
794,2RLVK_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-21_07-59-43.BMP,0,1,1,0.13,0,1
795,2RLVK_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-21_07-59-43.BMP,0,1,0,0.28,0,1
796,2RLVQ_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-08_09-25-27.BMP,0,1,0,0.52,0,1
797,2RLW0_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-28_03-45-19.BMP,0,1,0,0.23,0,1
798,2RLW0_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-28_03-45-19.BMP,0,1,0,0.12,0,1
799,2RLWO_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-22_00-37-51.BMP,0,1,0,0.39,0,1
800,2RLWY_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY9_2020-12-30_11-35-25.BMP,0,1,0,0.2,0,1
801,2RLWY_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY9_2020-12-30_11-35-25.BMP,0,1,1,0.5,0,1
802,2RLX0_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-15_05-25-49.BMP,0,1,0,0.6,0,1
803,2RLX0_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-15_05-25-49.BMP,0,1,0,0.55,0,1
804,2RLXC_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-12-18_13-59-11.BMP,0,1,0,0.35,0,1
877,A70OG_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-12-23_09-02-56.BMP,0,1,1,0.38,0,1
893,I6UVU_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-16_16-35-42.BMP,0,1,0,0.12,0,1
894,I6UVU_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-16_16-35-42.BMP,0,1,0,0.49,0,1
895,I6UVU_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-16_16-35-42.BMP,0,1,1,0.21,0,1
896,I6UVU_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-16_16-35-42.BMP,0,1,0,0.3,0,1
897,I6UW2_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-21_08-43-07.BMP,0,1,0,0.5,0,1
898,I6UW2_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-21_08-43-07.BMP,0,1,0,0.56,0,1
899,I6UW4_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-14_02-35-52.BMP,0,1,1,0.45,0,1
900,I6UW8_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-14_14-12-37.BMP,0,1,1,0.15,0,1
901,I6UW8_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-14_14-12-37.BMP,0,1,1,0.27,0,1
902,I6UW8_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-14_14-12-37.BMP,0,1,0,0.15,0,1
903,I6UW8_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-14_14-12-37.BMP,0,1,0,0.32,0,1
904,I6UWE_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-14_02-47-32.BMP,0,1,0,0.47,0,1
905,I6UWM_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-08_20-17-23.BMP,0,1,1,0.28,0,1
906,I6UWO_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-17_15-47-48.BMP,0,1,0,0.29,0,1
907,I6UWO_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-17_15-47-48.BMP,0,1,1,0.37,0,1
908,I6UWQ_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-12_15-18-24.BMP,0,1,0,0.38,0,1
909,I6UWQ_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-12_15-18-24.BMP,0,1,0,0.41,0,1
910,I6UWQ_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-12_15-18-24.BMP,0,1,0,0.12,0,1
911,I6UWW_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-16_15-48-24.BMP,0,1,0,0.22,0,1
912,I6UWY_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-12-10_07-10-31.BMP,0,1,1,0.17,0,1
913,I6UWY_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-12-10_07-10-31.BMP,0,1,0,0.56,0,1
