,file name,label,vanti,train \ test,score,vanti with context data
11370,2RLO0_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-02_01-17-54.BMP,1,1,0,0.5,1
11371,U4HSK_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX9DY6SDX6SDY31_2020-11-23_13-26-21.BMP,1,1,1,0.42,1
11372,U8MN0_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-28_03-22-20.BMP,1,1,0,0.68,1
11373,J7V1G_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-12-29_07-12-41.BMP,1,1,1,0.68,1
11374,U4HMQ_WP2_CM_MEAS_FIB_{MEASURE}_P009_DX10DY8SDX6SDY31_2020-11-17_18-25-48.BMP,1,1,1,0.61,1
11375,H51F2_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-29_03-45-39.BMP,1,1,0,0.76,1
11376,U4HOS_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-08_13-08-50.BMP,1,1,1,0.87,1
11377,J3HNK_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-29_16-18-36.BMP,1,1,1,0.59,1
11378,A70QY_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-12-21_14-57-37.BMP,1,1,1,0.7,1
11379,U4HN4_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-07_22-33-43.BMP,1,1,0,0.71,1
11380,L5LNO_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-27_22-01-01.BMP,1,1,0,0.73,1
11381,U8MDY_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-01_21-49-34.BMP,1,1,1,0.9,1
11382,1PIM4_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY27_2020-12-06_07-43-28.BMP,1,1,1,0.84,1
11383,J7V1G_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-29_07-12-41.BMP,1,1,0,0.69,1
11384,1A1DA_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-12-07_08-11-51.BMP,1,1,1,0.59,1
11385,U8KP8_WP2_CM_MEAS_FIB_{MEASURE}_P018_DX4DY12SDX6SDY31_2020-11-24_14-14-54.BMP,1,1,0,0.74,1
11386,I6V4I_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-09_05-46-39.BMP,1,1,0,0.52,1
11387,J7V1G_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY30_2020-12-29_07-12-41.BMP,1,1,0,0.41,1
11388,U8LMU_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-12-29_17-45-43.BMP,1,1,0,0.66,1
11389,6GIN0_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-11-03_04-44-06.BMP,1,1,1,0.49,1
11390,U8MQE_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY30_2020-11-20_14-16-27.BMP,1,1,0,0.43,1
11391,6GJ4K_WP2_CM_MEAS_FIB_{MEASURE}_P010_DX10DY8SDX6SDY31_2020-11-18_22-45-44.BMP,1,1,0,0.61,1
11392,I6UYM_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-19_20-43-20.BMP,1,1,0,0.57,1
11393,3AJFE_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-11-19_21-58-07.BMP,1,1,0,0.64,1
11394,I6V6M_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-20_07-34-00.BMP,1,1,0,0.9,1
11395,U8MMQ_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-20_02-48-21.BMP,1,1,0,0.46,1
11396,U4HR0_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-10_12-48-28.BMP,1,1,0,0.65,1
11397,I6V6C_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-20_02-46-58.BMP,1,1,0,0.92,1
11398,J7VOW_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-12-17_21-06-45.BMP,1,1,0,0.43,1
11399,1A1RY_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-16_04-37-35.BMP,1,1,0,0.58,1
11400,2RLJQ_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY30_2020-11-28_00-16-42.BMP,1,1,0,0.84,1
11401,U8MDY_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-12-01_21-49-34.BMP,1,1,0,0.65,1
11402,2RLN8_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-01_08-45-49.BMP,1,1,1,0.53,1
11403,2RLPW_WP2_CM_MEAS_FIB_{MEASURE}_P008_DX7DY7SDX6SDY31_2020-11-12_20-51-31.BMP,1,1,0,0.56,1
11404,U4HO8_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-15_22-12-08.BMP,1,1,0,0.66,1
11405,J7V16_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-17_15-50-16.BMP,1,1,1,0.94,1
11406,6GJKK_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY30_2020-12-30_10-11-20.BMP,1,1,1,0.79,1
11407,I6UYO_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-10_18-16-41.BMP,1,1,0,0.53,1
11408,6GJTO_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-12-30_11-51-53.BMP,1,1,0,0.8,1
11409,6GJHC_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-12-19_21-58-43.BMP,1,1,1,0.74,1
11410,I6V6C_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-20_02-46-58.BMP,1,1,0,0.59,1
11411,6GJSQ_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-20_00-35-56.BMP,1,1,0,0.79,1
11412,8XJCY_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-12_06-15-58.BMP,1,1,0,0.86,1
11413,2RLVO_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-23_01-10-38.BMP,1,1,0,0.69,1
11414,2RLTG_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-12-23_19-21-36.BMP,1,1,1,0.44,1
11415,U4HTE_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-28_18-32-07.BMP,1,1,0,0.86,1
11416,6GJDE_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY30_2020-12-06_14-51-36.BMP,1,1,0,0.89,1
11417,U8MH8_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-29_06-14-15.BMP,1,1,0,0.6,1
11418,I6UZW_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-19_19-53-38.BMP,1,1,0,0.9,1
11419,2RM06_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-12-16_22-47-03.BMP,1,1,1,0.66,1
11420,U4HP0_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-08_16-19-49.BMP,1,1,0,0.75,1
11421,U8MN8_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-12-14_04-12-46.BMP,1,1,0,0.73,1
11422,U8M8S_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-22_01-49-06.BMP,1,1,0,0.6,1
11423,J305G_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-12-01_03-55-04.BMP,1,1,0,0.67,1
11424,I6UU6_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-11_07-20-41.BMP,1,1,0,0.75,1
11425,W406W_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-30_23-55-50.BMP,1,1,1,0.88,1
11426,2RLOG_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-08_19-48-33.BMP,1,1,0,0.43,1
11427,U8ML6_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY30_2020-12-28_03-10-19.BMP,1,1,0,0.9,1
11428,I6V2Y_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-24_19-32-03.BMP,1,1,0,0.41,1
11429,2RM00_WP2_CM_MEAS_FIB_{MEASURE}_P015_DX9DY10SDX6SDY31_2020-12-19_20-35-03.BMP,1,1,0,0.48,1
11430,2RLQ4_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-09_11-27-24.BMP,1,1,1,0.88,1
11431,I6V0A_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-10_05-21-03.BMP,1,1,0,0.43,1
11432,U4HSQ_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-12-03_04-39-52.BMP,1,1,0,0.41,1
11433,I6V5S_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-24_23-29-10.BMP,1,1,1,0.59,1
11434,U4HNY_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-12_05-30-25.BMP,1,1,0,0.78,1
11435,U8MQ6_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-04_19-16-02.BMP,1,1,1,0.61,1
11436,2RLO8_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-23_14-13-52.BMP,1,1,0,0.4,1
11437,2RLQW_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-24_22-26-04.BMP,1,1,1,0.83,1
11438,3AJSI_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-30_10-53-24.BMP,1,1,0,0.85,1
11439,I6V5E_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-12-24_10-07-57.BMP,1,1,0,0.7,1
11440,2RLWO_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-12-04_00-19-23.BMP,1,1,0,0.66,1
11441,I6V4K_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-12-13_04-49-54.BMP,1,1,0,0.62,1
11442,U4HU8_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-12_01-19-14.BMP,1,1,1,0.74,1
11443,2RLOY_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-12_00-24-15.BMP,1,1,0,0.85,1
11444,6GJSQ_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-12-20_02-23-52.BMP,1,1,0,0.62,1
11445,W405K_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-12-01_12-11-50.BMP,1,1,1,0.82,1
11446,3JOUA_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-11-19_10-43-10.BMP,1,1,1,0.91,1
11447,1P3CO_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-12-10_08-59-46.BMP,1,1,0,0.92,1
11448,U8M6Q_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY30_2020-12-27_23-49-57.BMP,1,1,0,0.9,1
11449,I6V1I_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-10_14-13-59.BMP,1,1,1,0.67,1
11450,U8MFW_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY30_2020-12-02_08-51-09.BMP,1,1,1,0.45,1
11451,2RLR4_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY30_2020-11-28_20-12-41.BMP,1,1,0,0.91,1
11452,6GJSQ_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-20_00-35-56.BMP,1,1,0,0.46,1
11453,V91LC_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-11-22_09-53-19.BMP,1,1,1,0.54,1
11454,1A1CG_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-15_05-39-05.BMP,1,1,0,0.4,1
11455,I6V06_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-19_13-44-47.BMP,1,1,0,0.78,1
11456,2RLOU_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-21_21-02-51.BMP,1,1,0,0.67,1
11457,5X6VS_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY27_2020-11-29_02-19-57.BMP,1,1,1,0.66,1
11458,2RLW0_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-12_07-23-04.BMP,1,1,0,0.56,1
11459,U4HSY_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-12-24_07-52-58.BMP,1,1,0,0.48,1
11460,6GJAY_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-12-12_12-29-20.BMP,1,1,1,0.64,1
11461,5X6W4_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-19_22-59-54.BMP,1,1,1,0.88,1
11462,V9HPO_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY30_2020-12-30_21-02-37.BMP,1,1,0,0.66,1
11463,U4HNK_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-08_14-46-13.BMP,1,1,0,0.62,1
11464,3AJSI_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-12-30_10-53-24.BMP,1,1,1,0.72,1
11465,I6V12_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-04_14-02-19.BMP,1,1,1,0.44,1
11466,I6UXI_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-05_09-01-01.BMP,1,1,0,0.42,1
11467,U8LK4_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-27_23-12-05.BMP,1,1,0,0.49,1
11468,I6V8W_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-12-04_16-48-09.BMP,1,1,0,0.41,1
11469,A70QY_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-21_14-57-37.BMP,1,1,1,0.83,1
11470,2RLU8_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-25_04-32-17.BMP,1,1,1,0.65,1
11471,2RLY4_WP2_CM_MEAS_FIB_{MEASURE}_P015_DX9DY10SDX6SDY31_2020-12-16_17-03-21.BMP,1,1,0,0.55,1
11472,S5132_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-12-20_02-50-05.BMP,1,1,1,0.79,1
11473,I6V22_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-24_00-03-44.BMP,1,1,0,0.75,1
11474,1A1DA_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-12-07_08-11-51.BMP,1,1,0,0.72,1
11475,V92D6_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-12-29_18-53-25.BMP,1,1,0,0.59,1
11476,I6V3W_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-06_06-41-17.BMP,1,1,1,0.74,1
11477,8XJFO_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-14_12-21-10.BMP,1,1,0,0.78,1
11478,U4HMQ_WP2_CM_MEAS_FIB_{MEASURE}_P012_DX12DY9SDX6SDY31_2020-11-17_18-25-48.BMP,1,1,0,0.52,1
11479,I6V12_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-04_14-02-19.BMP,1,1,0,0.74,1
11480,V92D6_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-29_18-53-25.BMP,1,1,0,0.63,1
11481,3AJLM_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-01_12-00-36.BMP,1,1,0,0.83,1
11482,J7V4S_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-12-30_16-07-26.BMP,1,1,0,0.72,1
11483,I6V2Y_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-24_19-32-03.BMP,1,1,0,0.73,1
11484,2RLQ6_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-20_23-00-28.BMP,1,1,1,0.69,1
11485,I6UX6_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-05_08-31-17.BMP,1,1,1,0.73,1
11486,U4HPM_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-20_20-30-48.BMP,1,1,1,0.4,1
11487,I6V40_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY30_2020-12-03_00-35-02.BMP,1,1,1,0.49,1
11488,I6V40_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY30_2020-12-03_00-35-02.BMP,1,1,0,0.52,1
11489,U8LEI_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY30_2020-11-24_20-43-41.BMP,1,1,0,0.47,1
11490,I6V2E_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-12-12_12-26-47.BMP,1,1,0,0.45,1
11491,U4HSK_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-23_08-46-15.BMP,1,1,0,0.47,1
11492,U4HSK_WP2_CM_MEAS_FIB_{MEASURE}_P016_DX7DY11SDX6SDY31_2020-11-23_13-26-21.BMP,1,1,0,0.89,1
11493,1A1DA_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-12-07_07-02-28.BMP,1,1,1,0.72,1
11494,U4HN6_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-02_00-48-33.BMP,1,1,1,0.49,1
11495,U4HTS_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-12-13_19-44-00.BMP,1,1,0,0.67,1
11496,S51HQ_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-01_05-42-54.BMP,1,1,0,0.72,1
11497,1P3FK_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-12-29_13-13-26.BMP,1,1,0,0.55,1
11498,U4HSI_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-12_16-14-26.BMP,1,1,0,0.86,1
11499,3AJSI_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-12-30_10-53-24.BMP,1,1,1,0.82,1
11500,L5M3Q_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-08_16-33-34.BMP,1,1,0,0.74,1
11501,2RLRA_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-15_03-45-44.BMP,1,1,0,0.94,1
11502,U8MKQ_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-29_21-40-21.BMP,1,1,0,0.85,1
11503,A70OG_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY28_2020-12-01_06-00-21.BMP,1,1,0,0.54,1
11504,2RLOE_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-01_08-34-20.BMP,1,1,0,0.81,1
11505,2RLNG_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-11_21-32-02.BMP,1,1,0,0.69,1
11506,U4HSK_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX7DY7SDX6SDY31_2020-11-23_13-26-21.BMP,1,1,1,0.66,1
11507,I6V8W_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-12-04_16-48-09.BMP,1,1,1,0.45,1
11508,J3HPO_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-16_15-38-56.BMP,1,1,0,0.52,1
11509,U8LLU_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-14_12-57-07.BMP,1,1,0,0.88,1
11510,2RLO2_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX7DY3SDX6SDY31_2020-11-01_04-03-37.BMP,1,1,0,0.79,1
11511,U8MP6_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-12-10_00-20-05.BMP,1,1,0,0.64,1
11512,2RLVW_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-12-17_03-28-10.BMP,1,1,0,0.81,1
11513,U8MN0_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-28_03-22-20.BMP,1,1,0,0.4,1
11514,3AJDC_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-12-30_13-47-33.BMP,1,1,1,0.47,1
11515,I6UGS_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-23_22-38-12.BMP,1,1,1,0.44,1
11516,S510U_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-28_21-25-23.BMP,1,1,0,0.49,1
11517,U4HN2_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY30_2020-11-01_07-28-55.BMP,1,1,0,0.41,1
11518,U4HOW_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-15_03-52-06.BMP,1,1,0,0.75,1
11519,U8KP8_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-23_14-02-36.BMP,1,1,0,0.64,1
