,file name,label,vanti,train \ test,score,vanti with PR
21077,D0HIG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX9DY7SDX6SDY30_2020-10-22_11-25-02.JPG,1,0,1,0.18,0.0
21088,D0HIG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX9DY7SDX14SDY42_2020-10-22_11-25-02.JPG,1,0,0,0.19,0.0
21091,FO030_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY11SDX6SDY30_2020-12-06_15-25-41.JPG,1,0,1,0.35,0.0
21095,W40TA_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX5DY9SDX6SDY24_2020-12-10_19-31-26.JPG,1,0,0,0.47,0.0
21096,W4J8A_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY12SDX8SDY11_2020-11-03_13-19-56.JPG,1,0,0,0.33,0.0
21100,PW25W_RWHM_VE_MEAS_CD_SEM_{O3_NO_PAD_FE_O3_NO_PAD_LW_M1}_DX14DY9SDX7SDY21_2020-12-16_07-51-06.JPG,1,0,0,0.25,0.0
21121,PW25K_RWHM_VE_MEAS_CD_SEM_{O3_NO_PAD_FE_O3_NO_PAD_LW_M1}_DX4DY4SDX0SDY0_2020-12-14_13-03-55.JPG,1,0,0,0.43,0.0
21124,PR0XC_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK4_O3_NO_PAD_TK4_M1}_DX8DY13SDX14SDY1_2020-12-04_09-53-05.JPG,1,0,1,0.17,0.0
21125,H6HIG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK4_O3_NO_PAD_TK4_M1}_DX9DY7SDX14SDY1_2020-11-25_22-33-59.JPG,1,0,0,0.39,0.0
21132,U4I6M_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY16_2020-11-26_05-07-34.JPG,1,0,0,0.53,0.0
21136,H6HIQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX12DY13SDX6SDY30_2020-11-25_22-33-59.JPG,1,0,0,0.46,0.0
21137,2RM2C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX1SDY18_2020-10-27_03-32-44.JPG,1,0,1,0.12,0.0
21139,PW22G_RWHM_VE_MEAS_CD_SEM_{O3_NO_PAD_FE_O3_NO_PAD_LW_M1}_DX16DY4SDX0SDY0_2020-11-15_16-27-12.JPG,1,0,1,0.51,0.0
21147,A716E_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX3DY8SDX12SDY42_2020-11-25_19-54-37.JPG,1,0,0,0.22,0.0
21150,H6HIQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX9DY7SDX10SDY22_2020-11-25_22-33-59.JPG,1,0,0,0.41,0.0
21171,H6HHQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX10DY13SDX6SDY30_2020-10-28_12-44-13.JPG,1,0,0,0.3,0.0
21172,H6HHQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY8SDX10SDY22_2020-10-28_14-34-22.JPG,1,0,0,0.13,0.0
21179,J60A8_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX3DY8SDX14SDY1_2020-10-29_17-53-33.JPG,1,0,1,0.36,0.0
21188,A71DK_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX12DY6SDX12SDY42_2020-12-10_19-31-26.JPG,1,0,0,0.21,0.0
21190,W40TA_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX16DY11SDX7SDY40_2020-12-10_19-31-26.JPG,1,0,0,0.48,0.0
21196,S51CY_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX7DY5SDX2SDY33_2020-12-09_14-12-08.JPG,1,0,1,0.42,0.0
21203,W40QC_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY12SDX11SDY29_2020-12-03_04-00-20.JPG,1,0,0,0.42,0.0
21204,S51IU_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX8DY10SDX13SDY45_2020-12-09_14-12-08.JPG,1,0,1,0.58,0.0
21205,PW25W_RWHM_VE_MEAS_CD_SEM_{O3_NO_PAD_FE_O3_NO_PAD_LW_M1}_DX8DY12SDX7SDY21_2020-12-16_07-51-06.JPG,1,0,0,0.51,0.0
21206,H6HJ0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX10DY13SDX6SDY30_2020-11-27_17-20-19.JPG,1,0,0,0.3,0.0
21208,W40TA_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX17DY8SDX14SDY27_2020-12-10_19-31-26.JPG,1,0,0,0.51,0.0
21219,W40TA_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX10DY4SDX13SDY18_2020-12-10_19-31-26.JPG,1,0,1,0.38,0.0
21224,W40IA_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX12DY6SDX8SDY22_2020-11-16_22-00-15.JPG,1,0,1,0.47,0.0
21225,8S0SC_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX11DY15SDX14SDY42_2020-10-25_10-11-57.JPG,1,0,0,0.56,0.0
21226,H6HI4_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX8DY13SDX6SDY30_2020-10-28_12-44-13.JPG,1,0,0,0.33,0.0
21236,FO030_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX10DY4SDX14SDY42_2020-12-06_15-25-41.JPG,1,0,0,0.28,0.0
