,file name,label,vanti,train \ test,score
14,1A1HG_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX3DY8SDX1SDY11_2020-10-31_01-27-57.JPG,0,0,0,0.73
15,1A1HG_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX3DY8SDX8SDY22_2020-10-31_01-27-57.JPG,0,1,0,0.50
16,1A1HG_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX12SDY42_2020-10-31_01-27-57.JPG,0,0,0,0.68
17,1A1HG_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX8SDY22_2020-10-31_01-27-57.JPG,0,0,0,0.47
18,1A1HG_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX12DY6SDX1SDY11_2020-10-31_01-27-57.JPG,0,0,0,0.77
19,1A1HG_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX9SDY34_2020-10-31_01-27-57.JPG,0,1,0,0.18
20,1A1HG_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX17DY8SDX8SDY11_2020-10-31_01-27-57.JPG,0,1,1,0.60
21,1A1HG_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX17DY8SDX11SDY29_2020-10-31_01-27-57.JPG,0,0,0,0.89
22,1A1HG_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX17DY8SDX14SDY27_2020-10-31_01-27-57.JPG,0,0,1,0.65
23,1A1HI_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX10SDY15_2020-10-19_03-48-47.JPG,0,0,0,0.81
24,1A1HI_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX11DY14SDX5SDY16_2020-10-19_03-48-47.JPG,0,0,1,0.94
25,1A1HI_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX15DY8SDX5SDY16_2020-10-19_03-48-47.JPG,0,0,1,0.48
26,1A1HI_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX4DY12SDX7SDY40_2020-10-19_03-48-47.JPG,0,0,0,0.62
27,1A1HI_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX4DY12SDX13SDY18_2020-10-19_03-48-47.JPG,0,1,0,0.50
28,1A1HK_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX8SDY22_2020-11-17_03-34-16.JPG,0,0,0,0.58
29,1A1HK_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX12SDY42_2020-11-17_03-34-16.JPG,0,1,0,0.33
30,1A1HK_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX1SDY11_2020-11-17_03-34-16.JPG,0,0,0,0.81
31,1A1HK_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX11DY14SDX5SDY16_2020-11-17_03-34-16.JPG,0,1,0,0.43
32,1A1HK_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX15DY8SDX5SDY37_2020-11-17_03-34-16.JPG,0,1,0,0.51
33,1A1HK_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX4SDY9_2020-11-17_03-34-16.JPG,0,0,0,0.82
34,1A1HK_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX7DY5SDX13SDY18_2020-11-17_03-34-16.JPG,0,1,0,0.12
35,1A1HK_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX2SDY33_2020-11-17_03-34-16.JPG,0,0,0,0.69
36,1A1HM_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX3DY8SDX4SDY30_2020-11-28_10-46-21.JPG,0,0,0,0.61
37,1A1HM_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX8SDY22_2020-11-28_10-46-21.JPG,0,0,0,0.44
38,1A1HM_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX12DY6SDX1SDY11_2020-11-28_10-46-21.JPG,0,0,0,0.93
39,1A1HM_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX11DY14SDX13SDY45_2020-11-28_10-46-21.JPG,0,1,0,0.37
40,1A1HM_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX11SDY29_2020-11-28_10-46-21.JPG,0,0,0,0.93
41,1A1HM_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX11SDY29_2020-11-28_10-46-21.JPG,0,0,0,0.93
42,1A1HM_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX7DY5SDX2SDY33_2020-11-28_10-46-21.JPG,0,0,0,0.92
43,1A1HO_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX8SDY22_2020-10-26_07-39-12.JPG,0,0,0,0.48
44,1A1HO_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX1SDY11_2020-10-26_07-39-12.JPG,0,1,0,0.55
45,1A1HO_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX9SDY34_2020-10-26_07-39-12.JPG,0,0,0,0.77
46,1A1HO_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX16DY5SDX2SDY40_2020-10-26_07-39-12.JPG,0,1,1,0.26
47,1A1HO_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX11DY14SDX5SDY16_2020-10-26_07-39-12.JPG,0,1,0,0.35
48,1A1HO_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX11DY14SDX13SDY45_2020-10-26_07-39-12.JPG,0,0,1,0.53
49,1A1HO_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX14SDY27_2020-10-26_07-39-12.JPG,0,1,0,0.25
50,1A1HO_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX10DY4SDX7SDY40_2020-10-26_07-39-12.JPG,0,1,0,0.21
51,1A1HO_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX2SDY33_2020-10-26_07-39-12.JPG,0,1,0,0.26
52,1A1HS_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX3DY8SDX8SDY22_2020-10-20_04-05-17.JPG,0,0,0,0.55
53,1A1HS_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX4SDY30_2020-10-20_04-05-17.JPG,0,0,0,0.76
54,1A1HS_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX12SDY6_2020-10-20_04-05-17.JPG,0,1,0,0.29
55,1A1HS_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX2SDY40_2020-10-20_04-05-17.JPG,0,0,0,0.74
56,1A1HS_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX6SDY24_2020-10-20_04-05-17.JPG,0,0,0,0.66
57,1A1HS_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX8SDY11_2020-10-20_04-05-17.JPG,0,1,0,0.31
58,1A1HS_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX14SDY27_2020-10-20_04-05-17.JPG,0,0,1,0.57
59,1A1HS_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX4DY12SDX3SDY20_2020-10-20_04-05-17.JPG,0,1,0,0.17
60,1A1HS_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX10DY4SDX13SDY18_2020-10-20_04-05-17.JPG,0,0,0,0.70
61,1A1HU_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX3DY8SDX4SDY30_2020-10-23_23-11-57.JPG,0,1,0,0.52
62,1A1HU_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX16DY5SDX12SDY6_2020-10-23_23-11-57.JPG,0,0,0,0.94
63,1A1HU_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX14SDY27_2020-10-23_23-11-57.JPG,0,0,0,0.65
64,1A1HU_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX7DY5SDX3SDY20_2020-10-23_23-11-57.JPG,0,1,0,0.55
65,1A1HW_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX1SDY11_2020-10-22_02-13-31.JPG,0,1,0,0.52
66,1A1HW_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX8SDY22_2020-10-22_02-13-31.JPG,0,1,0,0.32
67,1A1HW_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX4DY6SDX6SDY24_2020-10-22_02-13-31.JPG,0,0,0,0.40
68,1A1HW_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX6SDY24_2020-10-22_02-13-31.JPG,0,1,1,0.51
69,1A1HW_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX11DY14SDX5SDY16_2020-10-22_02-13-31.JPG,0,1,0,0.28
70,1A1HW_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX7DY5SDX13SDY18_2020-10-22_02-13-31.JPG,0,0,0,0.80
71,1A1I6_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX9SDY34_2020-11-17_03-04-17.JPG,0,1,0,0.40
72,1A1I6_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX9SDY34_2020-11-17_03-04-17.JPG,0,0,0,0.88
73,1A1I6_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX11DY14SDX5SDY16_2020-11-17_03-04-17.JPG,0,0,0,0.75
74,1A1I6_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX15DY8SDX10SDY15_2020-11-17_03-04-17.JPG,0,0,1,0.50
75,1A1I6_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX11SDY29_2020-11-17_03-04-17.JPG,0,0,0,0.91
76,1A1I6_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX11SDY29_2020-11-17_03-04-17.JPG,0,0,0,0.58
77,1A1I6_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX7DY5SDX13SDY18_2020-11-17_03-04-17.JPG,0,1,1,0.47
78,1A1I6_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX2SDY33_2020-11-17_03-04-17.JPG,0,1,1,0.44
79,1A1I8_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX1SDY11_2020-11-27_08-55-06.JPG,0,1,0,0.42
80,1A1I8_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX4DY6SDX2SDY40_2020-11-27_08-55-06.JPG,0,0,0,0.61
81,1A1I8_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX2SDY40_2020-11-27_08-55-06.JPG,0,0,1,0.64
82,1A1I8_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX12SDY6_2020-11-27_08-55-06.JPG,0,0,0,0.60
83,1A1I8_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX8DY10SDX5SDY16_2020-11-27_08-55-06.JPG,0,0,1,0.78
84,1A1I8_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX8DY10SDX10SDY15_2020-11-27_08-55-06.JPG,0,0,1,0.57
85,1A1I8_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX5SDY16_2020-11-27_08-55-06.JPG,0,1,1,0.60
86,1A1I8_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX8SDY11_2020-11-27_08-55-06.JPG,0,0,0,0.41
87,1A1I8_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX14SDY27_2020-11-27_08-55-06.JPG,0,1,0,0.50
88,1A1I8_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX17DY8SDX11SDY29_2020-11-27_08-55-06.JPG,0,0,1,0.93
89,1A1I8_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX4DY12SDX13SDY18_2020-11-27_08-55-06.JPG,0,0,1,0.71
90,1A1IA_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX3DY8SDX1SDY11_2020-11-17_03-12-24.JPG,0,1,0,0.41
91,1A1IA_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX4SDY30_2020-11-17_03-12-24.JPG,0,0,1,0.57
92,1A1IA_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX4DY6SDX12SDY6_2020-11-17_03-12-24.JPG,0,0,0,0.56
93,1A1IA_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX8DY10SDX5SDY37_2020-11-17_03-12-24.JPG,0,0,0,0.81
94,1A1IA_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX10SDY15_2020-11-17_03-12-24.JPG,0,0,1,0.73
95,1A1IA_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX14SDY27_2020-11-17_03-12-24.JPG,0,0,0,0.52
96,1A1IA_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX11SDY29_2020-11-17_03-12-24.JPG,0,0,0,0.84
97,1A1IA_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX17DY8SDX8SDY11_2020-11-17_03-12-24.JPG,0,1,0,0.37
98,1A1IA_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX7DY5SDX13SDY18_2020-11-17_03-12-24.JPG,0,0,1,0.54
99,1A1IA_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX2SDY33_2020-11-17_03-12-24.JPG,0,0,0,0.67
100,1A1IC_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX4DY6SDX9SDY34_2020-10-21_22-33-23.JPG,0,0,0,0.41
101,1A1IC_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX8DY10SDX5SDY37_2020-10-21_22-33-23.JPG,0,1,0,0.27
102,1A1IC_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX13SDY45_2020-10-21_22-33-23.JPG,0,0,1,0.90
103,1A1IC_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX14SDY27_2020-10-21_22-33-23.JPG,0,1,1,0.35
104,1A1IC_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX17DY8SDX4SDY9_2020-10-21_22-33-23.JPG,0,0,0,0.70
105,1A1IC_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX10DY4SDX13SDY18_2020-10-21_22-33-23.JPG,0,0,1,0.43
106,1A1IE_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX2SDY40_2020-10-20_21-18-26.JPG,0,1,0,0.12
107,1A1IE_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX12SDY6_2020-10-20_21-18-26.JPG,0,1,0,0.38
108,1A1IE_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX8DY10SDX13SDY45_2020-10-20_21-18-26.JPG,0,0,0,0.65
109,1A1IE_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX11DY14SDX10SDY15_2020-10-20_21-18-26.JPG,0,1,0,0.35
110,1A1IE_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX15DY8SDX5SDY37_2020-10-20_21-18-26.JPG,0,0,0,0.61
111,1A1IE_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX8SDY11_2020-10-20_21-18-26.JPG,0,1,0,0.28
112,1A1IE_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX17DY8SDX4SDY9_2020-10-20_21-18-26.JPG,0,0,0,0.88
113,1A1IE_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX13SDY18_2020-10-20_21-18-26.JPG,0,0,0,0.48
114,1A1IG_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX12DY6SDX4SDY30_2020-11-18_15-37-20.JPG,0,0,0,0.41
115,1A1IG_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX4DY6SDX2SDY40_2020-11-18_15-37-20.JPG,0,0,0,0.68
116,1A1IG_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX15DY8SDX10SDY15_2020-11-18_15-37-20.JPG,0,0,0,0.40
117,1A1IG_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX4SDY9_2020-11-18_15-37-20.JPG,0,0,0,0.66
118,1A1IG_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX8SDY11_2020-11-18_15-37-20.JPG,0,0,0,0.70
119,1A1IG_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX4SDY9_2020-11-18_15-37-20.JPG,0,1,1,0.16
120,1A1IG_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX8SDY11_2020-11-18_15-37-20.JPG,0,0,1,0.72
121,1A1IG_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX7DY5SDX3SDY20_2020-11-18_15-37-20.JPG,0,1,1,0.30
122,1A1II_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX12SDY6_2020-12-06_03-03-24.JPG,0,0,0,0.94
123,1A1II_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX5SDY37_2020-12-06_03-03-24.JPG,0,0,0,0.55
124,1A1II_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX4SDY9_2020-12-06_03-03-24.JPG,0,0,1,0.49
125,1A1II_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX11SDY29_2020-12-06_03-03-24.JPG,0,0,0,0.55
126,1A1II_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX17DY8SDX11SDY29_2020-12-06_03-03-24.JPG,0,1,0,0.35
127,1A1II_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX4DY12SDX13SDY18_2020-12-06_03-03-24.JPG,0,0,0,0.43
128,1A1II_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX2SDY33_2020-12-06_03-03-24.JPG,0,0,1,0.52
129,1A1J6_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX4SDY30_2020-11-18_09-40-39.JPG,0,0,0,0.77
130,1A1J6_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX12SDY42_2020-11-18_09-40-39.JPG,0,0,1,0.74
131,1A1J6_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX12DY6SDX1SDY11_2020-11-18_09-40-39.JPG,0,0,0,0.80
132,1A1J6_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX4DY6SDX2SDY40_2020-11-18_09-40-39.JPG,0,1,1,0.26
133,1A1J6_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX9SDY34_2020-11-18_09-40-39.JPG,0,0,1,0.44
134,1A1J6_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX16DY5SDX2SDY40_2020-11-18_09-40-39.JPG,0,0,0,0.51
135,1A1J6_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX16DY5SDX6SDY24_2020-11-18_09-40-39.JPG,0,1,0,0.41
136,1A1J6_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX11SDY29_2020-11-18_09-40-39.JPG,0,0,1,0.60
137,1A1JC_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX1SDY11_2020-11-18_09-40-39.JPG,0,0,0,0.49
138,1A1JC_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX4DY6SDX2SDY40_2020-11-18_09-40-39.JPG,0,0,0,0.46
139,1A1JC_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX9SDY34_2020-11-18_09-40-39.JPG,0,0,1,0.70
140,1A1JC_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX10SDY15_2020-11-18_09-40-39.JPG,0,0,0,0.92
141,1A1JC_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX15DY8SDX13SDY45_2020-11-18_09-40-39.JPG,0,0,0,0.84
142,1A1JC_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX8SDY11_2020-11-18_09-40-39.JPG,0,0,1,0.44
143,1A1JC_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX11SDY29_2020-11-18_09-40-39.JPG,0,0,1,0.49
144,1A1JC_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX8SDY11_2020-11-18_09-40-39.JPG,0,0,1,0.83
145,1A1JC_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX10DY4SDX2SDY33_2020-11-18_09-40-39.JPG,0,0,0,0.47
146,1A1JC_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX10DY4SDX7SDY40_2020-11-18_09-40-39.JPG,0,0,1,0.81
147,1A1JC_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX10DY4SDX13SDY18_2020-11-18_09-40-39.JPG,0,0,0,0.45
148,1A1JM_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX3DY8SDX12SDY42_2020-10-31_10-37-01.JPG,0,0,1,0.63
149,1A1JM_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX12SDY42_2020-10-31_10-37-01.JPG,0,1,0,0.16
150,1A1JM_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX12SDY6_2020-10-31_10-37-01.JPG,0,1,1,0.41
151,1A1JM_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX8DY10SDX10SDY15_2020-10-31_10-37-01.JPG,0,0,0,0.56
152,1A1JM_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX5SDY37_2020-10-31_10-37-01.JPG,0,0,1,0.69
153,1A1JM_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX4SDY9_2020-10-31_10-37-01.JPG,0,0,0,0.63
154,1A1JM_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX4SDY9_2020-10-31_10-37-01.JPG,0,1,1,0.44
155,1A1JM_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX8SDY11_2020-10-31_10-37-01.JPG,0,1,0,0.24
156,1A1JQ_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX1SDY11_2020-11-17_07-19-41.JPG,0,0,0,0.93
157,1A1JQ_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX4SDY30_2020-11-17_07-19-41.JPG,0,1,0,0.40
158,1A1JQ_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX6SDY24_2020-11-17_07-19-41.JPG,0,0,1,0.94
