,file name,label,vanti,train \ test,score
18,1A194_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-14_03-12-14.BMP,0,0,0,0.46
19,1A194_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-11-17_01-04-54.BMP,0,0,1,0.73
20,1A194_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-14_03-12-14.BMP,0,0,0,0.59
21,1A194_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-11-17_01-04-54.BMP,0,0,0,0.53
22,1A194_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-14_03-12-14.BMP,0,0,0,0.91
23,1A194_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-11-17_01-04-54.BMP,0,0,0,0.43
24,1A194_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-14_03-12-14.BMP,0,0,0,0.84
25,1A194_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-11-17_01-04-54.BMP,0,0,1,0.77
26,1A194_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-14_03-12-14.BMP,0,0,0,0.81
27,1A194_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-14_03-12-14.BMP,0,0,0,0.50
28,1A198_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-12-23_13-39-16.BMP,0,0,0,0.45
29,1A198_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-23_13-39-16.BMP,0,0,1,0.86
30,1A198_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-12-23_13-39-16.BMP,0,0,0,0.63
31,1A198_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-12-23_13-39-16.BMP,0,0,0,0.94
32,1A198_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-23_13-39-16.BMP,0,0,0,0.63
33,1A198_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-12-23_13-39-16.BMP,0,0,0,0.42
34,1A19K_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-12-01_11-03-17.BMP,0,0,1,0.65
35,1A19S_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-12-22_08-52-19.BMP,0,0,1,0.74
36,1A19S_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-22_08-52-19.BMP,0,0,1,0.60
37,1A19S_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-12-22_08-52-19.BMP,0,0,1,0.59
38,1A19S_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-12-22_08-52-19.BMP,0,0,0,0.58
39,1A19S_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-22_08-52-19.BMP,0,0,0,0.82
40,1A19S_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-12-22_08-52-19.BMP,0,0,0,0.52
41,1A1A4_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-23_15-31-46.BMP,0,0,0,0.63
42,1A1A4_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-23_15-31-46.BMP,0,0,0,0.40
43,1A1A4_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-23_15-31-46.BMP,0,0,0,0.78
44,1A1A4_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-23_15-31-46.BMP,0,0,0,0.78
45,1A1A4_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-23_15-31-46.BMP,0,0,0,0.77
46,1A1A4_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-23_15-31-46.BMP,0,0,0,0.53
47,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY28_2020-12-02_01-19-19.BMP,0,0,0,0.82
48,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-11-30_14-45-22.BMP,0,0,0,0.80
49,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY28_2020-12-02_01-19-19.BMP,0,0,0,0.52
50,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-11-30_14-45-22.BMP,0,0,0,0.76
51,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY28_2020-12-02_01-19-19.BMP,0,0,0,0.93
52,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-11-30_14-45-22.BMP,0,0,1,0.75
53,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY28_2020-12-02_01-19-19.BMP,0,0,0,0.51
54,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-11-30_14-45-22.BMP,0,0,1,0.54
55,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY28_2020-12-02_01-19-19.BMP,0,0,1,0.47
56,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-11-30_14-45-22.BMP,0,0,1,0.64
57,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY28_2020-12-02_01-19-19.BMP,0,0,0,0.49
58,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-11-30_14-45-22.BMP,0,0,0,0.57
59,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P008_DX11DY11SDX4SDY28_2020-12-02_01-19-19.BMP,0,0,0,0.80
60,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P009_DX3DY12SDX4SDY28_2020-12-02_01-19-19.BMP,0,0,0,0.50
61,1A1AE_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-02_14-52-56.BMP,0,0,0,0.69
62,1A1AE_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-02_14-52-56.BMP,0,0,0,0.84
63,1A1AE_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-02_14-52-56.BMP,0,0,0,0.64
64,1A1AE_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-02_14-52-56.BMP,0,0,0,0.83
65,1A1AE_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-02_14-52-56.BMP,0,0,1,0.72
66,1A1AE_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-02_14-52-56.BMP,0,0,0,0.55
67,1A1AG_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-23_13-23-30.BMP,0,0,0,0.86
68,1A1AG_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-23_13-23-30.BMP,0,0,0,0.59
69,1A1AG_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-23_13-23-30.BMP,0,0,1,0.56
70,1A1AG_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-23_13-23-30.BMP,0,0,1,0.71
71,1A1AG_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-23_13-23-30.BMP,0,0,1,0.86
72,1A1AG_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-23_13-23-30.BMP,0,0,0,0.59
73,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-11-12_20-45-47.BMP,0,0,1,0.89
74,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-11_08-27-09.BMP,0,0,1,0.56
75,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-11-12_20-45-47.BMP,0,0,0,0.40
76,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-11_08-27-09.BMP,0,0,0,0.94
77,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-11-12_20-45-47.BMP,0,0,0,0.60
78,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-11_08-27-09.BMP,0,0,0,0.40
79,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-11-12_20-45-47.BMP,0,0,1,0.73
80,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-11-12_20-45-47.BMP,0,0,0,0.71
81,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-11_08-27-09.BMP,0,0,0,0.81
82,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-11-12_20-45-47.BMP,0,0,0,0.77
83,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-11_08-27-09.BMP,0,0,0,0.92
84,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-11-17_03-20-45.BMP,0,0,0,0.79
85,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-15_06-41-10.BMP,0,0,1,0.54
86,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-11-17_03-20-45.BMP,0,0,0,0.86
87,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-15_06-41-10.BMP,0,0,0,0.87
88,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-11-17_03-20-45.BMP,0,0,0,0.87
89,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-15_06-41-10.BMP,0,0,0,0.74
90,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-11-17_03-20-45.BMP,0,0,0,0.63
91,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-15_06-41-10.BMP,0,0,0,0.83
92,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-11-17_03-20-45.BMP,0,0,0,0.51
93,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-15_06-41-10.BMP,0,0,1,0.88
94,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-11-17_03-20-45.BMP,0,0,1,0.51
95,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-15_06-41-10.BMP,0,0,1,0.42
96,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY28_2020-11-30_03-57-09.BMP,0,0,0,0.53
97,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-28_21-06-06.BMP,0,0,1,0.93
98,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY28_2020-11-30_03-57-09.BMP,0,0,0,0.62
99,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-28_21-06-06.BMP,0,0,1,0.67
100,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-28_21-06-06.BMP,0,0,0,0.62
101,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY28_2020-11-30_03-57-09.BMP,0,0,0,0.57
102,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-28_21-06-06.BMP,0,0,1,0.85
103,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY28_2020-11-30_03-57-09.BMP,0,0,0,0.57
104,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-28_21-06-06.BMP,0,0,1,0.58
105,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY28_2020-11-30_03-57-09.BMP,0,0,0,0.81
106,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-28_21-06-06.BMP,0,0,0,0.77
107,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P008_DX11DY11SDX4SDY28_2020-11-30_03-57-09.BMP,0,0,1,0.78
108,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P009_DX3DY12SDX4SDY28_2020-11-30_03-57-09.BMP,0,0,1,0.53
109,1A1AQ_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-03_06-51-52.BMP,0,0,0,0.49
110,1A1AQ_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-03_06-51-52.BMP,0,0,0,0.82
111,1A1AQ_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-03_06-51-52.BMP,0,0,0,0.82
112,1A1AQ_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-03_06-51-52.BMP,0,0,0,0.86
113,1A1AQ_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-03_06-51-52.BMP,0,0,1,0.79
114,1A1AQ_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-03_06-51-52.BMP,0,0,0,0.84
115,1A1B0_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-12_03-32-04.BMP,0,0,0,0.49
116,1A1B0_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-12_03-32-04.BMP,0,0,0,0.52
117,1A1B0_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-12_03-32-04.BMP,0,0,0,0.84
118,1A1B0_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-12_03-32-04.BMP,0,0,0,0.51
119,1A1B0_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-12_03-32-04.BMP,0,0,1,0.75
120,1A1B0_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-12_03-32-04.BMP,0,0,0,0.63
121,1A1B2_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-02_01-46-47.BMP,0,0,1,0.83
122,1A1B2_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-02_01-46-47.BMP,0,0,0,0.56
123,1A1B2_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-02_01-46-47.BMP,0,0,1,0.94
124,1A1B2_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-02_01-46-47.BMP,0,0,0,0.70
125,1A1B2_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-02_01-46-47.BMP,0,0,1,0.55
126,1A1B2_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-02_01-46-47.BMP,0,0,1,0.89
127,1A1BA_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-11-11_17-13-09.BMP,0,0,0,0.51
128,1A1BA_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-11-11_17-13-09.BMP,0,0,0,0.45
129,1A1BA_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-11-11_17-13-09.BMP,0,0,0,0.65
130,1A1BA_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-11-11_17-13-09.BMP,0,0,0,0.40
131,1A1BA_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-11-11_17-13-09.BMP,0,0,0,0.60
132,1A1BA_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-11-11_17-13-09.BMP,0,0,0,0.45
133,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-12-03_05-53-07.BMP,0,0,1,0.40
134,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-12-01_17-08-09.BMP,0,0,0,0.70
135,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-12-03_05-53-07.BMP,0,0,1,0.88
136,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-01_17-08-09.BMP,0,0,0,0.93
137,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-12-03_05-53-07.BMP,0,0,0,0.49
138,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-12-01_17-08-09.BMP,0,0,0,0.84
139,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-12-03_05-53-07.BMP,0,0,0,0.93
140,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-12-01_17-08-09.BMP,0,0,0,0.85
141,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-12-03_05-53-07.BMP,0,0,1,0.53
142,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-01_17-08-09.BMP,0,0,1,0.86
143,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-12-03_05-53-07.BMP,0,0,0,0.80
144,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-12-01_17-08-09.BMP,0,0,0,0.70
145,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-11-29_07-30-30.BMP,0,0,0,0.77
146,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-28_21-52-49.BMP,0,0,1,0.42
147,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-11-29_07-30-30.BMP,0,0,0,0.91
148,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-28_21-52-49.BMP,0,0,1,0.53
149,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-11-29_07-30-30.BMP,0,0,0,0.55
150,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-28_21-52-49.BMP,0,0,0,0.70
151,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-11-29_07-30-30.BMP,0,0,0,0.60
152,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-28_21-52-49.BMP,0,0,0,0.59
153,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-11-29_07-30-30.BMP,0,0,0,0.66
154,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-28_21-52-49.BMP,0,0,0,0.58
155,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-11-29_07-30-30.BMP,0,0,0,0.73
156,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-28_21-52-49.BMP,0,0,0,0.50
157,1A1BO_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-11-22_15-27-46.BMP,0,0,0,0.58
158,1A1BO_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-11-22_15-27-46.BMP,0,0,0,0.46
159,1A1BO_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-11-22_15-27-46.BMP,0,0,0,0.58
160,1A1BO_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-11-22_15-27-46.BMP,0,0,0,0.43
161,1A1BO_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-11-22_15-27-46.BMP,0,0,0,0.46
162,1A1BO_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-11-22_15-27-46.BMP,0,0,0,0.53
163,1A1BQ_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-12-04_14-37-13.BMP,0,0,0,0.82
164,1A1BQ_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-04_14-37-13.BMP,0,0,1,0.74
165,1A1BQ_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-12-04_14-37-13.BMP,0,0,0,0.60
166,1A1BQ_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-12-04_14-37-13.BMP,0,0,0,0.66
167,1A1BQ_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-04_14-37-13.BMP,0,0,1,0.73
168,1A1BQ_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-12-04_14-37-13.BMP,0,0,1,0.40
169,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY28_2020-12-17_00-56-01.BMP,0,0,0,0.81
170,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-12-16_01-27-36.BMP,0,0,0,0.47
171,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-12-16_01-27-36.BMP,0,0,1,0.70
172,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-15_21-22-22.BMP,0,0,0,0.85
173,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY28_2020-12-17_00-56-01.BMP,0,0,0,0.63
174,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-12-16_01-27-36.BMP,0,0,1,0.50
175,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-12-15_21-22-22.BMP,0,0,0,0.80
176,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY28_2020-12-17_00-56-01.BMP,0,0,0,0.55
177,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-12-16_01-27-36.BMP,0,0,1,0.59
178,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-12-15_21-22-22.BMP,0,0,0,0.94
179,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY28_2020-12-17_00-56-01.BMP,0,0,0,0.41
180,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-12-16_01-27-36.BMP,0,0,0,0.74
181,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-15_21-22-22.BMP,0,0,1,0.93
