,file name,label,vanti,train \ test,score,vanti with context data
46,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY28_2020-12-02_01-19-19.BMP,0,0,0,0.82,0
47,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-11-30_14-45-22.BMP,0,0,0,0.8,0
48,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY28_2020-12-02_01-19-19.BMP,0,0,0,0.52,0
49,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-11-30_14-45-22.BMP,0,0,0,0.76,0
50,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY28_2020-12-02_01-19-19.BMP,0,0,0,0.93,0
51,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-11-30_14-45-22.BMP,0,0,1,0.75,0
52,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY28_2020-12-02_01-19-19.BMP,0,0,0,0.51,0
53,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-11-30_14-45-22.BMP,0,0,1,0.54,0
54,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY28_2020-12-02_01-19-19.BMP,0,0,1,0.47,0
55,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-11-30_14-45-22.BMP,0,0,1,0.64,0
56,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY28_2020-12-02_01-19-19.BMP,0,0,0,0.49,0
57,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-11-30_14-45-22.BMP,0,0,0,0.57,0
58,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P008_DX11DY11SDX4SDY28_2020-12-02_01-19-19.BMP,0,0,0,0.8,0
59,1A1AC_WP2_CM_MEAS_FIB_{MEASURE}_P009_DX3DY12SDX4SDY28_2020-12-02_01-19-19.BMP,0,0,0,0.5,0
60,1A1AE_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-02_14-52-56.BMP,0,0,0,0.69,0
61,1A1AE_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-02_14-52-56.BMP,0,0,0,0.84,0
62,1A1AE_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-02_14-52-56.BMP,0,0,0,0.64,0
63,1A1AE_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-02_14-52-56.BMP,0,0,0,0.83,0
64,1A1AE_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-02_14-52-56.BMP,0,0,1,0.72,0
65,1A1AE_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-02_14-52-56.BMP,0,0,0,0.55,0
66,1A1AG_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-23_13-23-30.BMP,0,0,0,0.86,0
67,1A1AG_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-23_13-23-30.BMP,0,0,0,0.59,0
68,1A1AG_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-23_13-23-30.BMP,0,0,1,0.56,0
69,1A1AG_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-23_13-23-30.BMP,0,0,1,0.71,0
70,1A1AG_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-23_13-23-30.BMP,0,0,1,0.86,0
71,1A1AG_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-23_13-23-30.BMP,0,0,0,0.59,0
72,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-11-12_20-45-47.BMP,0,0,1,0.89,0
73,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-11_08-27-09.BMP,0,0,1,0.56,0
74,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-11-12_20-45-47.BMP,0,0,0,0.4,0
75,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-11_08-27-09.BMP,0,0,0,0.94,0
76,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-11-12_20-45-47.BMP,0,0,0,0.6,0
77,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-11_08-27-09.BMP,0,0,0,0.4,0
78,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-11-12_20-45-47.BMP,0,0,1,0.73,0
79,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-11-12_20-45-47.BMP,0,0,0,0.71,0
80,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-11_08-27-09.BMP,0,0,0,0.81,0
81,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-11-12_20-45-47.BMP,0,0,0,0.77,0
82,1A1AI_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-11_08-27-09.BMP,0,0,0,0.92,0
83,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-11-17_03-20-45.BMP,0,0,0,0.79,0
84,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-15_06-41-10.BMP,0,0,1,0.54,0
85,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-11-17_03-20-45.BMP,0,0,0,0.86,0
86,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-15_06-41-10.BMP,0,0,0,0.87,0
87,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-11-17_03-20-45.BMP,0,0,0,0.87,0
88,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-15_06-41-10.BMP,0,0,0,0.74,0
89,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-11-17_03-20-45.BMP,0,0,0,0.63,0
90,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-15_06-41-10.BMP,0,0,0,0.83,0
91,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-11-17_03-20-45.BMP,0,0,0,0.51,0
92,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-15_06-41-10.BMP,0,0,1,0.88,0
93,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-11-17_03-20-45.BMP,0,0,1,0.51,0
94,1A1AM_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-15_06-41-10.BMP,0,0,1,0.42,0
95,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY28_2020-11-30_03-57-09.BMP,0,0,0,0.53,0
96,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-28_21-06-06.BMP,0,0,1,0.93,0
97,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY28_2020-11-30_03-57-09.BMP,0,0,0,0.62,0
98,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-28_21-06-06.BMP,0,0,1,0.67,0
99,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-28_21-06-06.BMP,0,0,0,0.62,0
100,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY28_2020-11-30_03-57-09.BMP,0,0,0,0.57,0
101,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-28_21-06-06.BMP,0,0,1,0.85,0
102,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY28_2020-11-30_03-57-09.BMP,0,0,0,0.57,0
103,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-28_21-06-06.BMP,0,0,1,0.58,0
104,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY28_2020-11-30_03-57-09.BMP,0,0,0,0.81,0
105,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-28_21-06-06.BMP,0,0,0,0.77,0
106,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P008_DX11DY11SDX4SDY28_2020-11-30_03-57-09.BMP,0,0,1,0.78,0
107,1A1AO_WP2_CM_MEAS_FIB_{MEASURE}_P009_DX3DY12SDX4SDY28_2020-11-30_03-57-09.BMP,0,0,1,0.53,0
108,1A1AQ_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-03_06-51-52.BMP,0,0,0,0.49,0
109,1A1AQ_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-03_06-51-52.BMP,0,0,0,0.82,0
110,1A1AQ_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-03_06-51-52.BMP,0,0,0,0.82,0
111,1A1AQ_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-03_06-51-52.BMP,0,0,0,0.86,0
112,1A1AQ_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-03_06-51-52.BMP,0,0,1,0.79,0
113,1A1AQ_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-03_06-51-52.BMP,0,0,0,0.84,0
114,1A1B0_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-12_03-32-04.BMP,0,0,0,0.49,0
115,1A1B0_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-12_03-32-04.BMP,0,0,0,0.52,0
116,1A1B0_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-12_03-32-04.BMP,0,0,0,0.84,0
117,1A1B0_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-12_03-32-04.BMP,0,0,0,0.51,0
118,1A1B0_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-12_03-32-04.BMP,0,0,1,0.75,0
119,1A1B0_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-12_03-32-04.BMP,0,0,0,0.63,0
120,1A1B2_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-02_01-46-47.BMP,0,0,1,0.83,0
121,1A1B2_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-02_01-46-47.BMP,0,0,0,0.56,0
122,1A1B2_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-02_01-46-47.BMP,0,0,1,0.94,0
123,1A1B2_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-02_01-46-47.BMP,0,0,0,0.7,0
124,1A1B2_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-02_01-46-47.BMP,0,0,1,0.55,0
125,1A1B2_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-02_01-46-47.BMP,0,0,1,0.89,0
126,1A1BA_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-11-11_17-13-09.BMP,0,0,0,0.51,0
127,1A1BA_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-11-11_17-13-09.BMP,0,0,0,0.45,0
128,1A1BA_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-11-11_17-13-09.BMP,0,0,0,0.65,0
129,1A1BA_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-11-11_17-13-09.BMP,0,0,0,0.4,0
130,1A1BA_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-11-11_17-13-09.BMP,0,0,0,0.6,0
131,1A1BA_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-11-11_17-13-09.BMP,0,0,0,0.45,0
132,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-12-03_05-53-07.BMP,0,0,1,0.4,0
133,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-12-01_17-08-09.BMP,0,0,0,0.7,0
134,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-12-03_05-53-07.BMP,0,0,1,0.88,0
135,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-01_17-08-09.BMP,0,0,0,0.93,0
136,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-12-03_05-53-07.BMP,0,0,0,0.49,0
137,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-12-01_17-08-09.BMP,0,0,0,0.84,0
138,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-12-03_05-53-07.BMP,0,0,0,0.93,0
139,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-12-01_17-08-09.BMP,0,0,0,0.85,0
140,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-12-03_05-53-07.BMP,0,0,1,0.53,0
141,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-01_17-08-09.BMP,0,0,1,0.86,0
142,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-12-03_05-53-07.BMP,0,0,0,0.8,0
143,1A1BG_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-12-01_17-08-09.BMP,0,0,0,0.7,0
144,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-11-29_07-30-30.BMP,0,0,0,0.77,0
145,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-28_21-52-49.BMP,0,0,1,0.42,0
146,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-11-29_07-30-30.BMP,0,0,0,0.91,0
147,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-28_21-52-49.BMP,0,0,1,0.53,0
148,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-11-29_07-30-30.BMP,0,0,0,0.55,0
149,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-28_21-52-49.BMP,0,0,0,0.7,0
150,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-11-29_07-30-30.BMP,0,0,0,0.6,0
151,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-28_21-52-49.BMP,0,0,0,0.59,0
152,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-11-29_07-30-30.BMP,0,0,0,0.66,0
153,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-28_21-52-49.BMP,0,0,0,0.58,0
154,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-11-29_07-30-30.BMP,0,0,0,0.73,0
155,1A1BI_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-28_21-52-49.BMP,0,0,0,0.5,0
156,1A1BO_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-11-22_15-27-46.BMP,0,0,0,0.58,0
157,1A1BO_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-11-22_15-27-46.BMP,0,0,0,0.46,0
158,1A1BO_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-11-22_15-27-46.BMP,0,0,0,0.58,0
159,1A1BO_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-11-22_15-27-46.BMP,0,0,0,0.43,0
160,1A1BO_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-11-22_15-27-46.BMP,0,0,0,0.46,0
161,1A1BO_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-11-22_15-27-46.BMP,0,0,0,0.53,0
162,1A1BQ_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-12-04_14-37-13.BMP,0,0,0,0.82,0
163,1A1BQ_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-04_14-37-13.BMP,0,0,1,0.74,0
164,1A1BQ_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-12-04_14-37-13.BMP,0,0,0,0.6,0
165,1A1BQ_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-12-04_14-37-13.BMP,0,0,0,0.66,0
166,1A1BQ_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-04_14-37-13.BMP,0,0,1,0.73,0
167,1A1BQ_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-12-04_14-37-13.BMP,0,0,1,0.4,0
168,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY28_2020-12-17_00-56-01.BMP,0,0,0,0.81,0
169,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-12-16_01-27-36.BMP,0,0,0,0.47,0
170,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-12-16_01-27-36.BMP,0,0,1,0.7,0
171,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-15_21-22-22.BMP,0,0,0,0.85,0
172,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY28_2020-12-17_00-56-01.BMP,0,0,0,0.63,0
173,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-12-16_01-27-36.BMP,0,0,1,0.5,0
174,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-12-15_21-22-22.BMP,0,0,0,0.8,0
175,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY28_2020-12-17_00-56-01.BMP,0,0,0,0.55,0
176,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-12-16_01-27-36.BMP,0,0,1,0.59,0
177,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-12-15_21-22-22.BMP,0,0,0,0.94,0
178,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY28_2020-12-17_00-56-01.BMP,0,0,0,0.41,0
179,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-12-16_01-27-36.BMP,0,0,0,0.74,0
180,1A1BU_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-15_21-22-22.BMP,0,0,1,0.93,0
