,file name,label,vanti,train \ test,score,vanti with context data
1571,T10FU_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-04-16_07-48-16.BMP,1,0,0,0.16,0
1580,Y511C_HC_PL_MEAS_FIB_{MEASURE2}_P007_DX9DY4SDX8SDY15_2020-10-30_07-18-29.BMP,1,0,0,0.51,0
1584,N9HKI_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-07-18_15-47-21.BMP,1,0,1,0.45,0
1587,2CICK_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-07-01_22-55-04.BMP,1,0,1,0.52,0
1589,1W1AU_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY16_2020-08-09_01-01-12.BMP,1,0,0,0.46,0
1591,7N0L6_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-01-01_07-37-13.BMP,1,0,0,0.18,0
1593,8Y0KW_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-03-24_14-20-53.BMP,1,0,0,0.12,0
1594,Y50X4_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX6SDY17_2020-10-22_02-32-02.BMP,1,0,0,0.54,0
1595,Y50RK_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY16_2020-11-20_23-24-55.BMP,1,0,0,0.47,0
1596,N9HK4_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-03-31_22-27-28.BMP,1,0,0,0.32,0
1601,S708I_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-10-20_22-52-00.BMP,1,0,0,0.54,0
1603,8Y0KS_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-02-18_19-08-31.BMP,1,0,0,0.28,0
1607,7N0L6_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-01-01_07-37-13.BMP,1,0,0,0.28,0
1609,Y50X6_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-06_04-51-17.BMP,1,0,0,0.37,0
1613,7N0MI_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-02-06_01-50-52.BMP,1,0,0,0.14,0
1616,Y50RK_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX9DY14SDX8SDY15_2020-11-24_08-22-44.BMP,1,0,0,0.38,0
1620,4P0RM_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-31_17-25-59.BMP,1,0,1,0.53,0
1621,S700I_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-05-08_03-28-05.BMP,1,0,1,0.22,0
1630,Y50RK_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY16_2020-11-20_23-24-55.BMP,1,0,0,0.29,0
1632,Y50X4_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX6SDY17_2020-10-22_02-32-02.BMP,1,0,0,0.15,0
1638,7N0M6_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY16_2020-03-04_20-52-05.BMP,1,0,0,0.27,0
1640,2CICM_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-07-07_01-48-39.BMP,1,0,0,0.22,0
1645,7N0N8_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-05-28_22-25-29.BMP,1,0,0,0.43,0
1647,9A0S4_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-02-04_12-34-55.BMP,1,0,0,0.23,0
1653,Y50YU_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-24_20-08-13.BMP,1,0,1,0.39,0
