,file name,label,vanti,train \ test,score,vanti with context data
4088,I6UTO_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-12-01_00-05-39.BMP,0,1,0,0.14,1
4089,I6UTO_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-12-01_00-05-39.BMP,0,1,0,0.5,1
4090,I6UU2_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-12-29_08-32-25.BMP,0,1,0,0.51,1
4091,I6UU2_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-12-29_08-32-25.BMP,0,1,0,0.31,1
4092,I6UU2_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-12-29_08-32-25.BMP,0,1,0,0.37,1
4093,I6UU2_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-12-29_08-32-25.BMP,0,1,0,0.43,1
4094,I6UU2_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-12-29_08-32-25.BMP,0,1,0,0.21,1
4095,I6UU6_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-11_07-20-41.BMP,0,1,0,0.29,1
4096,I6UU6_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-11_07-20-41.BMP,0,1,0,0.28,1
4097,I6UU6_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-11_07-20-41.BMP,0,1,0,0.48,1
4098,I6UUK_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-04_14-18-03.BMP,0,1,1,0.35,1
4099,I6UUK_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-04_14-18-03.BMP,0,1,1,0.19,1
4100,I6UUK_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-04_14-18-03.BMP,0,1,0,0.4,1
4101,I6UUK_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-04_14-18-03.BMP,0,1,1,0.28,1
4102,I6UUK_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-04_14-18-03.BMP,0,1,0,0.57,1
4103,I6UV2_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-13_17-15-36.BMP,0,1,0,0.13,1
4104,I6UV2_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-13_17-15-36.BMP,0,1,0,0.44,1
4105,I6UV2_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-13_17-15-36.BMP,0,1,1,0.47,1
4106,I6UV2_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-13_17-15-36.BMP,0,1,0,0.45,1
4107,I6UV2_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-13_17-15-36.BMP,0,1,0,0.26,1
4108,I6UVC_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-05_04-02-00.BMP,0,1,0,0.53,1
4109,I6UVC_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-05_04-02-00.BMP,0,1,0,0.18,1
4110,I6UVC_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-05_04-02-00.BMP,0,1,0,0.57,1
4111,I6UVO_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-13_18-31-40.BMP,0,1,1,0.15,1
4112,I6UWS_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-21_11-30-37.BMP,0,1,0,0.6,1
4113,I6UWS_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-21_11-30-37.BMP,0,1,1,0.26,1
4114,I6UWS_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-21_11-30-37.BMP,0,1,0,0.58,1
4115,I6UWS_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-21_11-30-37.BMP,0,1,0,0.34,1
4116,I6UWS_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-21_11-30-37.BMP,0,1,0,0.34,1
4117,I6UWY_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-13_18-22-43.BMP,0,1,0,0.23,1
4118,I6UWY_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-13_18-22-43.BMP,0,1,0,0.39,1
4119,I6UWY_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-13_18-22-43.BMP,0,1,1,0.19,1
4120,I6UX2_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-13_23-40-22.BMP,0,1,1,0.49,1
4121,I6UX2_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-13_23-40-22.BMP,0,1,1,0.15,1
4122,I6UX6_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-05_08-31-17.BMP,0,1,0,0.48,1
4123,I6UX6_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-05_08-31-17.BMP,0,1,0,0.3,1
4124,I6UX6_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-05_08-31-17.BMP,0,1,1,0.17,1
4125,I6UXA_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-09_16-50-25.BMP,0,1,0,0.56,1
4126,I6UXA_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-09_16-50-25.BMP,0,1,0,0.57,1
4127,I6UXA_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-09_16-50-25.BMP,0,1,0,0.3,1
4128,I6UXA_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-09_16-50-25.BMP,0,1,1,0.13,1
4129,I6UXA_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-09_16-50-25.BMP,0,1,0,0.29,1
4130,I6UXI_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-05_09-01-01.BMP,0,1,0,0.55,1
4131,I6UXI_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-05_09-01-01.BMP,0,1,0,0.46,1
4132,I6UXI_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-05_09-01-01.BMP,0,1,0,0.47,1
4133,I6UXM_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-14_00-43-35.BMP,0,1,0,0.6,1
4134,I6UXM_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-14_00-43-35.BMP,0,1,0,0.3,1
4135,I6UY4_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-10_01-01-58.BMP,0,1,0,0.44,1
4136,I6UY4_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-10_01-01-58.BMP,0,1,0,0.53,1
4137,I6UY4_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-10_01-01-58.BMP,0,1,0,0.58,1
4138,I6UY4_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-10_01-01-58.BMP,0,1,0,0.19,1
4139,I6UYK_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-11_00-25-39.BMP,0,1,1,0.6,1
4140,I6UYK_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-11_00-25-39.BMP,0,1,0,0.5,1
4141,I6UYK_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-11_00-25-39.BMP,0,1,1,0.23,1
4142,I6UYK_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-11_00-25-39.BMP,0,1,1,0.38,1
4143,I6UYK_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-11_00-25-39.BMP,0,1,0,0.54,1
4144,I6UYM_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-19_20-43-20.BMP,0,1,0,0.44,1
4145,I6UYM_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-19_20-43-20.BMP,0,1,0,0.54,1
4146,I6UYM_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-19_20-43-20.BMP,0,1,0,0.14,1
4147,I6UYM_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-19_20-43-20.BMP,0,1,1,0.59,1
4148,I6UYM_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-19_20-43-20.BMP,0,1,0,0.44,1
4149,I6UYO_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-10_18-16-41.BMP,0,1,0,0.36,1
4150,I6UYO_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-10_18-16-41.BMP,0,1,0,0.44,1
4151,I6UYQ_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-14_00-23-58.BMP,0,1,0,0.12,1
4152,I6UYQ_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-14_00-23-58.BMP,0,1,0,0.4,1
4153,I6UYQ_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-14_00-23-58.BMP,0,1,1,0.28,1
4154,I6UYQ_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-14_00-23-58.BMP,0,1,1,0.44,1
4155,I6UYQ_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-14_00-23-58.BMP,0,1,0,0.59,1
4156,I6UYS_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-05_08-53-34.BMP,0,1,0,0.25,1
4157,I6UYS_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-05_08-53-34.BMP,0,1,0,0.42,1
4158,I6UYS_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-05_08-53-34.BMP,0,1,1,0.28,1
4159,I6UYS_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-05_08-53-34.BMP,0,1,0,0.19,1
4160,I6UYS_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-05_08-53-34.BMP,0,1,0,0.48,1
4161,I6UYU_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-12-01_00-57-43.BMP,0,1,1,0.42,1
4162,I6UYU_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-12-01_00-57-43.BMP,0,1,0,0.4,1
4163,I6UYU_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-12-01_00-57-43.BMP,0,1,1,0.33,1
4164,I6UYW_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-06_05-59-12.BMP,0,1,0,0.6,1
4165,I6UYW_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-06_05-59-12.BMP,0,1,0,0.29,1
4166,I6UYW_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-06_05-59-12.BMP,0,1,0,0.41,1
4167,I6UYW_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-06_05-59-12.BMP,0,1,0,0.43,1
4168,I6UYW_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-06_05-59-12.BMP,0,1,0,0.47,1
4169,I6UYW_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-06_05-59-12.BMP,0,1,0,0.18,1
4170,I6UZC_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-20_12-18-36.BMP,0,1,1,0.16,1
4171,I6UZC_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-20_12-18-36.BMP,0,1,0,0.53,1
4172,I6UZC_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-20_12-18-36.BMP,0,1,0,0.52,1
4173,I6UZC_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-20_12-18-36.BMP,0,1,1,0.52,1
4174,I6UZC_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-20_12-18-36.BMP,0,1,0,0.37,1
4175,I6UZS_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-10_00-32-49.BMP,0,1,0,0.54,1
4176,I6UZS_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-10_00-32-49.BMP,0,1,0,0.51,1
4177,I6UZS_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-10_00-32-49.BMP,0,1,0,0.32,1
4178,I6UZS_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-10_00-32-49.BMP,0,1,0,0.31,1
4179,I6UZU_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-17_01-06-30.BMP,0,1,0,0.38,1
4180,I6UZU_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-17_01-06-30.BMP,0,1,1,0.53,1
4181,I6UZU_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-17_01-06-30.BMP,0,1,1,0.18,1
4182,I6UZU_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-17_01-06-30.BMP,0,1,0,0.57,1
4183,I6UZU_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-17_01-06-30.BMP,0,1,1,0.25,1
4184,I6UZW_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-19_19-53-38.BMP,0,1,0,0.3,1
4185,I6UZW_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-19_19-53-38.BMP,0,1,0,0.31,1
4186,I6UZW_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-19_19-53-38.BMP,0,1,0,0.12,1
4187,I6UZY_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-10_03-06-48.BMP,0,1,1,0.15,1
4188,I6UZY_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-10_03-06-48.BMP,0,1,1,0.52,1
4189,I6UZY_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-10_03-06-48.BMP,0,1,0,0.29,1
4190,I6UZY_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-10_03-06-48.BMP,0,1,0,0.51,1
4191,I6V00_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-09_17-38-21.BMP,0,1,0,0.16,1
4192,I6V00_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-09_17-38-21.BMP,0,1,0,0.25,1
4193,I6V00_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-09_17-38-21.BMP,0,1,1,0.35,1
4194,I6V00_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-09_17-38-21.BMP,0,1,0,0.21,1
4195,I6V00_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-09_17-38-21.BMP,0,1,0,0.31,1
4196,I6V0A_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-10_05-21-03.BMP,0,1,0,0.2,1
4197,I6V0A_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-10_05-21-03.BMP,0,1,0,0.53,1
4198,I6V0A_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-10_05-21-03.BMP,0,1,0,0.5,1
4199,I6V0A_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-10_05-21-03.BMP,0,1,0,0.25,1
4200,I6V0C_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-05_15-52-56.BMP,0,1,0,0.22,1
4201,I6V0C_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-05_15-52-56.BMP,0,1,1,0.57,1
4202,I6V0C_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-05_15-52-56.BMP,0,1,0,0.44,1
4203,I6V0C_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-05_15-52-56.BMP,0,1,0,0.41,1
4204,I6V0C_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-05_15-52-56.BMP,0,1,0,0.19,1
4205,I6V0C_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-05_15-52-56.BMP,0,1,1,0.57,1
4206,I6V0G_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-10_14-43-59.BMP,0,1,1,0.27,1
