,file name,label,vanti,train \ test,score,vanti with context data
1082,8Y0K8_HC_PL_MEAS_FIB_{MEASURE2}_P007_DX9DY4SDX2SDY23_2020-10-29_10-14-27.BMP,1,1,0,0.65,1
1083,Y511C_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-29_14-08-15.BMP,1,1,0,0.9,1
1084,Y50R8_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-10_00-42-42.BMP,1,1,1,0.49,1
1085,4P0RM_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-31_17-25-59.BMP,1,1,0,0.85,1
1086,2CICQ_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-07-24_15-21-44.BMP,1,1,1,0.82,1
1087,Y50QQ_HC_PL_MEAS_FIB_{MEASURE2}_P007_DX9DY4SDX2SDY24_2020-11-25_11-17-09.BMP,1,1,0,0.78,1
1088,9A0T6_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-03-13_11-24-20.BMP,1,1,1,0.84,1
1089,G1070_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-01-26_08-00-01.BMP,1,1,1,0.4,1
1090,Y50QQ_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX9DY14SDX2SDY13_2020-11-25_11-17-09.BMP,1,1,0,0.46,1
1091,Y511C_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-29_01-40-49.BMP,1,1,1,0.61,1
1092,N606A_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-12-01_04-38-01.BMP,1,1,1,0.75,1
1093,G1070_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-01-28_07-42-25.BMP,1,1,0,0.69,1
1094,S700I_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-05-08_03-28-05.BMP,1,1,0,0.4,1
1095,9A0SO_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-02-18_15-52-18.BMP,1,1,0,0.84,1
1096,4P0PO_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-11-01_14-36-35.BMP,1,1,0,0.85,1
1097,2CICK_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-07-01_22-55-04.BMP,1,1,1,0.45,1
1098,S7012_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY16_2020-09-01_07-56-15.BMP,1,1,1,0.86,1
1099,2CICS_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-08-23_17-17-42.BMP,1,1,0,0.4,1
1100,Y50RW_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-05-28_20-15-16.BMP,1,1,1,0.65,1
1101,Y50RW_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-05-28_20-15-16.BMP,1,1,1,0.47,1
1102,5D0IK_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2019-12-29_01-54-16.BMP,1,1,0,0.64,1
1103,9A0V0_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-08-17_15-32-15.BMP,1,1,1,0.8,1
1104,8Y0K8_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX7DY7SDX2SDY25_2020-10-23_13-24-28.BMP,1,1,1,0.83,1
1105,Y50ZE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-08_13-42-36.BMP,1,1,0,0.61,1
1106,1W1AS_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX12DY6SDX3SDY12_2020-10-27_20-39-06.BMP,1,1,0,0.67,1
1107,4P0QQ_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-10-22_15-38-00.BMP,1,1,0,0.53,1
1108,1W1BA_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-08-16_15-29-29.BMP,1,1,0,0.93,1
1109,Y50ZI_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-07-06_15-36-35.BMP,1,1,0,0.85,1
1110,W30E6_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-04_22-44-56.BMP,1,1,1,0.52,1
1111,8Y0K8_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX8DY11SDX2SDY12_2020-10-29_10-14-27.BMP,1,1,1,0.49,1
1112,T10HK_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-16_14-47-16.BMP,1,1,0,0.92,1
1113,Y50XW_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY16_2020-05-30_05-28-48.BMP,1,1,1,0.76,1
1114,7N0M6_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY16_2020-03-04_20-52-05.BMP,1,1,0,0.59,1
1115,G1070_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY16_2020-01-28_11-30-05.BMP,1,1,1,0.47,1
1116,N9HK6_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY17_2020-03-29_11-13-03.BMP,1,1,0,0.81,1
1117,T10H0_HC_PL_MEAS_FIB_{MEASURE2}_P007_DX10DY9SDX7SDY14_2020-06-18_17-28-42.BMP,1,1,1,0.51,1
1118,1W1AS_HC_PL_MEAS_FIB_{MEASURE}_P004_DX8DY11SDX2SDY11_2020-10-28_18-05-00.BMP,1,1,0,0.55,1
1119,N9HKA_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-05-18_07-10-31.BMP,1,1,0,0.8,1
1120,7N0N2_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-06_05-03-32.BMP,1,1,0,0.49,1
1121,T10HQ_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-05-28_20-11-59.BMP,1,1,1,0.44,1
1122,8Y0KG_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-02-19_04-57-29.BMP,1,1,0,0.66,1
1123,6U0NO_HC_PL_MEAS_FIB_{MEASURE2}_P007_DX7DY7SDX8SDY15_2020-09-24_17-05-40.BMP,1,1,1,0.54,1
1124,L4HN8_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-14_17-46-32.BMP,1,1,0,0.4,1
1125,Y50RI_HC_PL_MEAS_FIB_{MEASURE2}_P007_DX9DY4SDX8SDY16_2020-10-22_10-24-07.BMP,1,1,0,0.45,1
1126,9A0SM_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-02-06_22-35-29.BMP,1,1,0,0.49,1
1127,N9HK8_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-04-04_14-55-38.BMP,1,1,1,0.67,1
1128,8Y0K8_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX9DY14SDX2SDY13_2020-10-23_16-43-58.BMP,1,1,1,0.82,1
1129,4P0QU_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-29_01-12-37.BMP,1,1,0,0.69,1
1130,4P0P2_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-22_05-24-10.BMP,1,1,0,0.72,1
1131,N9HK6_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-03-29_11-13-03.BMP,1,1,0,0.62,1
1132,1W19Y_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-02-28_09-05-59.BMP,1,1,1,0.92,1
1133,4P0PK_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-11_02-30-09.BMP,1,1,0,0.67,1
1134,T10HY_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-10_19-18-10.BMP,1,1,0,0.43,1
1135,Y50PU_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX12DY6SDX8SDY16_2020-10-23_06-54-10.BMP,1,1,1,0.9,1
1136,N9HKA_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-05-18_07-10-31.BMP,1,1,0,0.42,1
1137,N9HKI_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-07-18_15-47-21.BMP,1,1,1,0.73,1
1138,T10HM_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-05-28_20-11-15.BMP,1,1,0,0.86,1
1139,T10GU_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-07-12_09-00-28.BMP,1,1,0,0.53,1
1140,N9HK6_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-03-29_13-00-50.BMP,1,1,0,0.79,1
1141,N9HKG_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-05_11-17-16.BMP,1,1,1,0.51,1
1142,9A0V2_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-07-20_20-56-02.BMP,1,1,0,0.82,1
1143,Y511C_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-10-29_14-08-15.BMP,1,1,0,0.57,1
1144,S702W_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-09-10_05-12-44.BMP,1,1,0,0.89,1
1145,7N0KQ_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-01-31_17-48-19.BMP,1,1,0,0.45,1
1146,N9HKA_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-05-18_07-10-31.BMP,1,1,0,0.46,1
1147,Y50ZQ_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-07-29_00-04-09.BMP,1,1,1,0.72,1
1148,Y511G_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY16_2020-09-27_02-34-41.BMP,1,1,1,0.86,1
1149,Y5118_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY16_2020-08-10_23-58-19.BMP,1,1,1,0.93,1
1150,N9HK6_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-03-29_11-13-03.BMP,1,1,0,0.41,1
1151,G106U_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY15_2020-05-25_11-23-10.BMP,1,1,0,0.51,1
1152,4P0P2_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-09-22_05-24-10.BMP,1,1,0,0.55,1
1153,Y50XW_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY16_2020-05-30_05-28-48.BMP,1,1,1,0.71,1
1154,9A0SC_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-03-17_03-30-57.BMP,1,1,0,0.86,1
1155,T10GU_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-07-12_09-00-28.BMP,1,1,0,0.65,1
1156,Y50Y8_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-07-05_06-52-34.BMP,1,1,0,0.58,1
1157,G106Y_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-05-26_12-35-19.BMP,1,1,0,0.83,1
1158,F70KQ_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY14_2020-12-19_13-12-56.BMP,1,1,0,0.81,1
1159,9A0SC_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-03-17_03-30-57.BMP,1,1,1,0.89,1
1160,7QI8U_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-11-06_17-51-10.BMP,1,1,0,0.43,1
1161,4P0RO_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-12-06_14-14-20.BMP,1,1,1,0.63,1
1162,S7012_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX6SDY17_2020-09-01_20-38-48.BMP,1,1,1,0.45,1
1163,7N0LY_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-01-26_09-14-21.BMP,1,1,1,0.59,1
1164,W30DW_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-15_16-23-26.BMP,1,1,0,0.42,1
1165,Y511C_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-29_14-08-15.BMP,1,1,1,0.87,1
1166,Y511I_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY15_2020-09-03_08-01-40.BMP,1,1,0,0.73,1
1167,8Y0KS_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-02-18_19-08-31.BMP,1,1,1,0.62,1
1168,T10HY_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-10_19-18-10.BMP,1,1,0,0.56,1
1169,Y50X8_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-14_18-55-28.BMP,1,1,0,0.56,1
1170,7N0N8_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-05-28_22-25-29.BMP,1,1,1,0.87,1
1171,6U0NY_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY14_2020-09-10_01-43-00.BMP,1,1,0,0.54,1
1172,4P0R0_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-11-18_07-32-13.BMP,1,1,1,0.67,1
1173,1W1AY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-11-16_19-11-50.BMP,1,1,0,0.71,1
1174,6U0NY_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-09-10_00-53-04.BMP,1,1,0,0.54,1
1175,G1070_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX12DY6SDX8SDY17_2020-01-28_07-42-25.BMP,1,1,1,0.41,1
1176,9A0S4_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-02-04_12-34-55.BMP,1,1,0,0.79,1
1177,7N0LK_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-02-05_23-38-46.BMP,1,1,1,0.92,1
1178,9A0SO_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-02-18_15-52-18.BMP,1,1,0,0.69,1
1179,N9HK6_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY16_2020-03-29_13-00-50.BMP,1,1,0,0.68,1
1180,Y50YK_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-05-24_05-55-09.BMP,1,1,0,0.84,1
