,file name,label,vanti,train \ test,score,vanti label,vanti with context data
18,U8LOU_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-15_16-30-06.BMP,0,0,0,0.44,0,0
19,L5LDQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-12-15_00-21-45.BMP,0,0,0,0.46,0,0
20,V920U_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-12-12_09-25-38.BMP,0,0,0,0.73,1,0
22,3AIXQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-23_17-31-24.BMP,0,0,0,0.55,0,0
23,2RLGG_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-10-31_15-55-45.BMP,0,0,1,0.47,0,0
24,3AIWM_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-10_08-35-09.BMP,0,0,0,0.88,1,0
25,3JNPK_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX8SDY16_2020-09-15_19-59-27.BMP,0,0,1,0.7,1,0
26,I6UIS_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY36_2020-09-19_13-53-22.BMP,0,0,0,0.61,0,0
27,2RL0E_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-09-20_14-44-06.BMP,0,0,0,0.49,1,0
28,3AIHE_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-19_23-50-40.BMP,0,0,0,0.55,1,0
29,2RKTM_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-09-28_19-17-25.BMP,0,0,1,0.47,1,0
30,1P358_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-11-27_15-35-10.BMP,0,0,0,0.75,0,0
31,L5L1K_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-14_04-09-34.BMP,0,0,0,0.75,0,0
32,1P2QK_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-26_20-16-00.BMP,0,0,1,0.63,1,0
33,1P2MO_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-11-21_14-05-51.BMP,0,0,0,0.66,1,0
34,2RLC2_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-10-28_09-19-21.BMP,0,0,1,0.71,0,0
35,2RL3Q_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY33_2020-10-11_15-29-34.BMP,0,0,0,0.67,0,0
36,1P31G_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-11-27_22-55-40.BMP,0,0,0,0.65,1,0
37,1P2DU_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-09-15_13-51-41.BMP,0,0,0,0.91,1,0
38,U8LK8_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-11-07_08-44-40.BMP,0,0,0,0.54,1,0
39,2RL4U_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-10-11_07-40-23.BMP,0,0,0,0.61,1,0
40,3AIMQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-24_07-12-36.BMP,0,0,1,0.61,1,0
41,1P2EK_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-09-07_17-09-43.BMP,0,0,0,0.49,0,0
42,2RKQM_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY35_2020-09-12_17-22-56.BMP,0,0,0,0.79,0,0
43,U8LEA_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-11-14_16-24-56.BMP,0,0,1,0.55,1,0
44,Q8QMC_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-27_11-57-57.BMP,0,0,0,0.72,1,0
45,U8LDY_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-09_08-58-20.BMP,0,0,0,0.67,0,0
46,2RL54_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-11-11_21-51-22.BMP,0,0,1,0.48,0,0
47,1P2M2_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-21_12-59-40.BMP,0,0,0,0.67,1,0
48,3AIO6_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-04_22-23-31.BMP,0,0,0,0.72,0,0
49,3AIWM_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-10_08-35-09.BMP,0,0,0,0.61,0,0
50,1P29O_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-09-02_17-05-40.BMP,0,0,0,0.92,0,0
51,1P34Y_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-16_02-00-57.BMP,0,0,1,0.61,1,0
53,J3HMK_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-01_21-25-52.BMP,0,0,0,0.8,1,0
54,1P2MM_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-11-20_18-16-45.BMP,0,0,0,0.9,1,0
55,J7VBY_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-20_23-21-48.BMP,0,0,0,0.79,1,0
56,2RL18_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-10-02_19-12-19.BMP,0,0,1,0.44,1,0
57,I6UQO_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-12-13_07-56-08.BMP,0,0,0,0.91,1,0
58,3JOGQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX8SDY16_2020-09-15_14-44-18.BMP,0,0,0,0.63,1,0
59,L5LZ4_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-11-27_12-56-36.BMP,0,0,0,0.89,1,0
60,I6UWO_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-12-05_16-27-51.BMP,0,0,1,0.87,1,0
61,V922M_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-19_20-05-56.BMP,0,0,0,0.45,1,0
62,2RLIA_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-11-07_14-23-39.BMP,0,0,0,0.73,0,0
63,L5L98_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-11-11_20-01-20.BMP,0,0,0,0.42,0,0
64,J7UVC_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY13_2020-08-25_07-23-38.BMP,0,0,0,0.41,0,0
65,L5LKS_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY13_2020-11-18_10-49-29.BMP,0,0,0,0.81,1,0
66,1P2MU_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-31_05-48-01.BMP,0,0,0,0.46,0,0
67,1P2Z2_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-12-04_09-44-02.BMP,0,0,0,0.83,1,0
68,J7V5O_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-11-15_13-49-54.BMP,0,0,0,0.75,1,0
71,2RLJW_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-11-22_01-32-08.BMP,0,0,0,0.83,1,0
72,2RLBQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-10-28_10-06-18.BMP,0,0,1,0.74,1,0
73,2RKG6_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY35_2020-08-27_13-35-55.BMP,0,0,0,0.72,1,0
75,2RKZC_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-11-23_19-59-04.BMP,0,0,0,0.82,1,0
76,2RLDQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-10-15_21-10-42.BMP,0,0,0,0.81,1,0
77,2RLOC_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-11-11_23-15-52.BMP,0,0,0,0.87,1,0
78,V9178_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-09-11_08-51-54.BMP,0,0,1,0.87,0,0
79,U8L2W_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-08-24_10-15-28.BMP,0,0,0,0.8,0,0
80,1P306_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-12_01-03-45.BMP,0,0,0,0.49,0,0
81,I6UKE_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-09-20_06-09-19.BMP,0,0,0,0.56,0,0
82,2RLIU_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-10-23_17-04-31.BMP,0,0,1,0.9,0,0
83,2RL60_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-12-02_08-50-39.BMP,0,0,0,0.92,0,0
84,V9230_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-15_02-03-30.BMP,0,0,1,0.75,0,0
85,3JO1E_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX8SDY16_2020-10-21_02-58-36.BMP,0,0,1,0.71,1,0
86,3JOHY_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX8SDY16_2020-10-05_14-33-14.BMP,0,0,0,0.81,1,0
87,1A1E8_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-11_07-51-22.BMP,0,0,0,0.67,0,0
88,1PIKQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-03_01-38-30.BMP,0,0,0,0.48,1,0
90,3AIWY_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-11-25_13-14-32.BMP,0,0,0,0.84,1,0
91,U8LJ2_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-11-02_04-54-12.BMP,0,0,0,0.48,0,0
92,V91WM_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-11-28_13-36-08.BMP,0,0,1,0.64,1,0
93,3AIHW_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-11-22_14-10-29.BMP,0,0,1,0.74,1,0
94,3JOKK_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX8SDY16_2020-09-12_01-23-13.BMP,0,0,0,0.51,0,0
95,1P2P8_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-26_10-19-29.BMP,0,0,0,0.75,1,0
96,U8LEM_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-30_20-56-15.BMP,0,0,0,0.52,1,0
97,I6UBQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-09-04_02-56-29.BMP,0,0,0,0.89,0,0
98,1P2EI_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-09-15_14-20-37.BMP,0,0,0,0.72,1,0
99,2RKYY_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-09-15_07-30-18.BMP,0,0,1,0.75,0,0
100,1P386_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-11-02_17-57-09.BMP,0,0,1,0.85,0,0
101,I6UI6_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-09-06_12-02-56.BMP,0,0,0,0.9,1,0
102,I6UI2_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-08-29_04-43-04.BMP,0,0,1,0.81,1,0
103,I6UI2_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-08-29_04-43-04.BMP,0,0,0,0.42,0,0
104,I6UIE_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-10-25_02-12-40.BMP,0,0,0,0.58,1,0
105,I6UIK_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-09-06_23-37-43.BMP,0,0,0,0.82,0,0
106,I6UIK_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-09-06_23-37-43.BMP,0,0,1,0.41,0,0
107,I6UIS_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-09-19_07-38-01.BMP,0,0,1,0.85,1,0
108,I6UIO_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-09-06_23-47-52.BMP,0,0,1,0.41,0,0
109,I6UIO_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-09-06_23-47-52.BMP,0,0,0,0.52,1,0
110,I6UIU_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-09-07_01-38-54.BMP,0,0,0,0.5,1,0
111,I6UJ2_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-09-20_13-10-17.BMP,0,0,0,0.67,1,0
112,I6UJQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-09-17_09-03-31.BMP,0,0,0,0.51,0,0
113,I6UJW_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-11-02_13-08-27.BMP,0,0,0,0.52,1,0
114,I6UK6_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-09-26_03-26-18.BMP,0,0,0,0.88,1,0
115,I6UK4_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-09-01_20-07-35.BMP,0,0,0,0.59,1,0
116,I6UK8_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-09-15_17-48-40.BMP,0,0,0,0.68,0,0
117,I6UKA_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-09-26_17-00-40.BMP,0,0,0,0.76,1,0
118,I6UKA_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-09-26_17-00-40.BMP,0,0,0,0.55,0,0
119,I6UKE_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-09-20_06-09-19.BMP,0,0,1,0.77,1,0
120,I6UKC_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-09-15_17-41-50.BMP,0,0,1,0.47,1,0
121,I6UKE_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-09-20_06-09-19.BMP,0,0,0,0.46,1,0
122,I6UKI_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-09-20_05-23-46.BMP,0,0,0,0.64,1,0
123,I6UKI_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-09-20_05-23-46.BMP,0,0,0,0.55,1,0
124,I6UKK_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-09-17_20-55-32.BMP,0,0,0,0.48,1,0
125,I6UKI_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-09-20_05-23-46.BMP,0,0,0,0.8,0,0
126,I6UKG_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-09-11_04-40-37.BMP,0,0,0,0.81,0,0
127,I6UKK_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-09-17_20-55-32.BMP,0,0,0,0.84,1,0
128,I6UKM_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-10-01_09-18-06.BMP,0,0,1,0.83,0,0
129,I6UKM_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-10-01_09-18-06.BMP,0,0,0,0.49,0,0
130,I6UL0_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-09-29_12-54-11.BMP,0,0,0,0.42,1,0
131,I6UL2_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-09-16_22-00-30.BMP,0,0,0,0.63,1,0
132,I6UL4_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-09-05_21-37-50.BMP,0,0,1,0.87,0,0
133,I6ULA_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-09-26_03-12-28.BMP,0,0,0,0.42,1,0
134,I6ULA_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-09-26_03-12-28.BMP,0,0,0,0.44,1,0
135,I6ULM_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-10-28_13-52-20.BMP,0,0,0,0.79,0,0
136,I6ULQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-09-05_22-57-11.BMP,0,0,0,0.62,1,0
137,I6ULY_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-09-22_08-22-08.BMP,0,0,0,0.6,0,0
138,I6ULY_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-09-22_08-22-08.BMP,0,0,1,0.83,1,0
139,I6ULQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-09-05_22-57-11.BMP,0,0,0,0.46,1,0
140,I6ULW_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-09-15_19-54-34.BMP,0,0,0,0.49,0,0
141,I6UM2_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-09-15_15-22-29.BMP,0,0,0,0.63,0,0
142,I6UM8_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-09-24_19-26-24.BMP,0,0,1,0.69,1,0
143,I6UM8_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-09-24_19-26-24.BMP,0,0,0,0.56,1,0
144,I6UN2_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-09-30_00-30-44.BMP,0,0,0,0.67,1,0
145,I6UN4_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-09-27_16-15-33.BMP,0,0,0,0.7,1,0
146,I6UN4_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-09-27_16-15-33.BMP,0,0,0,0.75,0,0
147,I6UN4_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-09-27_16-15-33.BMP,0,0,0,0.93,0,0
148,I6UNM_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-10-06_23-39-15.BMP,0,0,1,0.49,0,0
149,I6UNM_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-10-06_23-39-15.BMP,0,0,0,0.61,0,0
150,I6UNM_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-10-06_23-39-15.BMP,0,0,0,0.72,1,0
151,I6UNW_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-09-26_17-05-45.BMP,0,0,0,0.52,1,0
152,I6UNW_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-09-26_17-05-45.BMP,0,0,0,0.51,0,0
153,I6UNY_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-10-03_22-09-01.BMP,0,0,0,0.42,0,0
154,I6UNY_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-10-03_22-09-01.BMP,0,0,1,0.62,1,0
155,I6UO4_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-10-03_00-03-48.BMP,0,0,0,0.61,0,0
157,I6UOA_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-09-21_08-26-51.BMP,0,0,1,0.79,0,0
158,I6UOA_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-09-21_08-26-51.BMP,0,0,1,0.66,1,0
159,I6UOA_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-09-21_08-26-51.BMP,0,0,0,0.72,0,0
160,I6UOC_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-10-09_08-42-41.BMP,0,0,1,0.74,0,0
161,I6UOI_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-11-08_03-37-29.BMP,0,0,1,0.76,0,0
162,I6UOG_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-09-21_19-38-56.BMP,0,0,0,0.53,1,0
163,I6UOG_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-09-21_19-38-56.BMP,0,0,0,0.75,1,0
164,I6UOK_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY36_2020-10-19_07-17-10.BMP,0,0,0,0.9,0,0
165,I6UOQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-09-27_05-36-50.BMP,0,0,0,0.85,1,0
166,I6UOQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-09-27_05-36-50.BMP,0,0,0,0.76,1,0
167,I6UOS_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-09-26_19-13-37.BMP,0,0,0,0.41,1,0
168,I6UOS_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-09-26_19-13-37.BMP,0,0,0,0.93,1,0
169,I6UOU_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-10-03_00-26-00.BMP,0,0,1,0.67,0,0
170,I6UP2_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-10-17_13-32-04.BMP,0,0,0,0.93,1,0
171,I6UP2_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-10-17_13-32-04.BMP,0,0,1,0.51,1,0
172,I6UP2_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-10-17_13-32-04.BMP,0,0,0,0.82,0,0
173,I6UP8_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-09-26_05-56-13 (1).BMP,0,0,0,0.48,0,0
