,file name,label,vanti,train \ test,score,vanti with context data
109,2CICW_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-20_07-52-47.BMP,0,0,1,0.53,0
110,Y50T6_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-07-07_01-01-45.BMP,0,0,1,0.71,0
111,9UHIU_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-10-21_23-38-33.BMP,0,0,1,0.6,0
112,4P0RW_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-12-04_11-07-35.BMP,0,0,1,0.41,0
113,Y50Z0_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-10_00-19-15.BMP,0,0,0,0.94,0
114,S7012_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX6SDY17_2020-09-01_20-38-48.BMP,0,0,0,0.4,0
115,4P0RW_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-12-04_11-07-35.BMP,0,0,0,0.86,0
116,9A0TC_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-03-13_05-32-30.BMP,0,0,0,0.94,0
117,Y511C_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX12DY6SDX8SDY15_2020-10-30_07-18-29.BMP,0,0,0,0.91,0
118,Y5116_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-13_04-11-50.BMP,0,0,0,0.83,0
119,Y5118_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY16_2020-08-10_23-58-19.BMP,0,0,0,0.77,0
120,T10HK_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-08-16_14-47-16.BMP,0,0,0,0.49,0
121,Y511S_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-05-09_23-38-57.BMP,0,0,0,0.94,0
122,Y50ZC_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-07-19_11-15-47.BMP,0,0,1,0.83,0
123,Y50YS_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-24_20-05-11.BMP,0,0,0,0.59,0
124,4P0QU_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY16_2020-10-29_10-58-49.BMP,0,0,0,0.78,0
125,7N0N4_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-25_07-13-56.BMP,0,0,1,0.68,0
126,6U0NW_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-09-11_12-23-35.BMP,0,0,1,0.6,0
127,Y512U_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-11-18_15-40-06.BMP,0,0,0,0.57,0
128,T10HM_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-05-28_20-11-15.BMP,0,0,1,0.52,0
129,4P0R0_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY15_2020-11-18_08-18-19.BMP,0,0,0,0.9,0
130,4P0RS_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-21_18-49-09.BMP,0,0,0,0.9,0
131,Y511A_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-27_00-19-44.BMP,0,0,1,0.61,0
132,7N0N0_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-05-07_21-54-15.BMP,0,0,1,0.85,0
133,7QI8K_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-09-13_17-51-27.BMP,0,0,0,0.62,0
134,Y5112_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY16_2020-10-10_00-12-13.BMP,0,0,0,0.64,0
135,9A0TC_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-03-13_05-32-30.BMP,0,0,0,0.48,0
136,Y511A_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-08-27_00-19-44.BMP,0,0,0,0.55,0
137,T10HM_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-05-28_20-11-15.BMP,0,0,0,0.42,0
138,Y510K_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY16_2020-10-17_22-27-31.BMP,0,0,0,0.7,0
139,9A0TA_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-03-13_23-21-50.BMP,0,0,0,0.83,0
140,Y5116_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-13_04-11-50.BMP,0,0,0,0.56,0
141,Y50ZE_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-08-08_13-42-36.BMP,0,0,1,0.66,0
142,5C16G_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-01-23_05-09-44.BMP,0,0,1,0.49,0
143,7N0MQ_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-05-05_23-10-13.BMP,0,0,0,0.85,0
144,Y50ZI_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-07-06_15-36-35.BMP,0,0,0,0.91,0
145,S700O_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-05-30_03-27-42.BMP,0,0,0,0.65,0
146,1W1B2_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-11-29_16-51-43.BMP,0,0,0,0.63,0
147,Y50YY_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-07-18_13-11-27.BMP,0,0,0,0.68,0
148,Y50XA_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-06-30_21-11-29.BMP,0,0,0,0.5,0
149,S702Q_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-09-13_13-14-21.BMP,0,0,0,0.46,0
150,9UHIU_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-21_23-38-33.BMP,0,0,0,0.6,0
151,Y50XE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-27_14-13-26.BMP,0,0,0,0.8,0
152,4P0RO_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-12-06_14-14-20.BMP,0,0,0,0.62,0
153,4P0Q2_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-11-24_12-20-28.BMP,0,0,1,0.91,0
154,S700O_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-05-30_03-27-42.BMP,0,0,1,0.84,0
155,N9HK8_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-04_14-55-38.BMP,0,0,0,0.79,0
156,Y50ZE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-08_19-47-50.BMP,0,0,0,0.58,0
157,Y50YM_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-05-28_12-28-14.BMP,0,0,0,0.7,0
158,5D0IM_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-02-07_01-06-55.BMP,0,0,1,0.79,0
159,7N0MQ_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY15_2020-05-06_07-20-54.BMP,0,0,1,0.9,0
160,Y50ZG_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-06-18_22-30-44.BMP,0,0,0,0.79,0
161,Y50T0_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-08-23_18-05-33.BMP,0,0,0,0.89,0
162,9UHJ0_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-11-02_16-26-26.BMP,0,0,0,0.57,0
163,W30E2_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-07-03_17-43-28.BMP,0,0,0,0.52,0
164,T10GE_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-04-29_11-45-49.BMP,0,0,1,0.41,0
165,Y510K_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-17_20-55-41.BMP,0,0,0,0.55,0
166,Y510O_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-10_05-45-39.BMP,0,0,0,0.63,0
167,4P0SM_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-09-12_07-45-56.BMP,0,0,0,0.4,0
168,Y50SM_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-26_03-20-12.BMP,0,0,0,0.67,0
169,Y50YQ_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-05-25_02-18-35.BMP,0,0,1,0.62,0
170,9A0SG_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-04-15_01-42-25.BMP,0,0,1,0.73,0
171,9UHJ2_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-11-29_13-51-26.BMP,0,0,1,0.79,0
172,5D0IK_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2019-12-29_01-54-16.BMP,0,0,1,0.83,0
173,7N0M6_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY16_2020-03-04_20-52-05.BMP,0,0,0,0.94,0
174,Y510Y_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-08_03-52-48.BMP,0,0,1,0.73,0
175,9A0SG_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-04-15_01-42-25.BMP,0,0,0,0.44,0
176,9A0V2_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-07-20_20-56-02.BMP,0,0,0,0.63,0
177,4P0Q0_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-11_03-16-14.BMP,0,0,1,0.85,0
178,Y50T6_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-07-07_01-01-45.BMP,0,0,0,0.69,0
179,N9HK8_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-04-04_14-55-38.BMP,0,0,0,0.64,0
180,7EIGO_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-03_08-22-34.BMP,0,0,1,0.62,0
181,Y5112_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-10-09_22-54-39.BMP,0,0,0,0.47,0
182,7EIGQ_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-11-10_13-52-40.BMP,0,0,0,0.41,0
183,Y511C_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX10DY9SDX7SDY14_2020-10-30_07-18-29.BMP,0,0,0,0.8,0
184,Y510S_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX6SDY16_2020-07-13_21-12-50.BMP,0,0,0,0.92,0
185,9A0VW_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX9DY14SDX8SDY17_2020-09-20_14-03-38.BMP,0,0,0,0.45,0
186,Y50Y8_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-07-05_06-52-34.BMP,0,0,0,0.46,0
187,Y50YK_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-05-24_05-55-09.BMP,0,0,1,0.48,0
188,9A0V6_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-11_14-51-46.BMP,0,0,0,0.7,0
189,Y50ZO_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX8DY11SDX8SDY16_2020-08-25_11-00-14.BMP,0,0,1,0.52,0
190,7N0LE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY16_2020-02-06_05-18-06.BMP,0,0,0,0.7,0
191,9A0V6_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-11_14-51-46.BMP,0,0,0,0.81,0
192,Y511G_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-09-26_21-24-48.BMP,0,0,0,0.6,0
193,Y5118_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY16_2020-08-10_23-58-19.BMP,0,0,0,0.62,0
194,4P0PY_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-11-01_05-36-25.BMP,0,0,0,0.57,0
195,Y510S_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX7SDY17_2020-07-13_21-12-50.BMP,0,0,1,0.68,0
196,T10GE_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-29_11-45-49.BMP,0,0,0,0.87,0
197,Y50RY_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-08-16_12-21-50.BMP,0,0,0,0.69,0
198,9A0UY_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-04_05-34-10.BMP,0,0,0,0.9,0
199,Y50XM_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-04_22-42-27.BMP,0,0,0,0.69,0
200,7EIGM_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-06_14-11-39.BMP,0,0,0,0.66,0
201,9A0S4_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-02-04_12-34-55.BMP,0,0,0,0.55,0
202,Y50SM_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-26_03-20-12.BMP,0,0,0,0.91,0
203,4P0RE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY16_2020-11-24_07-58-07.BMP,0,0,0,0.57,0
204,4P0Q2_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-11-24_12-20-28.BMP,0,0,1,0.49,0
205,Y5110_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-08-14_03-41-31.BMP,0,0,0,0.67,0
206,4P0RE_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-11-24_01-38-03.BMP,0,0,1,0.53,0
207,7N0KQ_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-01-31_17-48-19.BMP,0,0,0,0.77,0
208,7N0K6_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2019-12-31_21-27-43.BMP,0,0,0,0.67,0
209,4P0PK_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-10-11_02-30-09.BMP,0,0,1,0.62,0
210,9UHIS_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-18_00-33-27.BMP,0,0,0,0.62,0
211,Y50YS_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-24_20-05-11.BMP,0,0,1,0.56,0
212,Y50XQ_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-01_19-30-14.BMP,0,0,0,0.55,0
213,7EIGO_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-03_08-22-34.BMP,0,0,0,0.56,0
214,9A0S8_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-04-17_10-17-06.BMP,0,0,1,0.8,0
215,4P0RY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-11-01_05-35-14.BMP,0,0,0,0.82,0
216,9UHIS_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-18_00-33-27.BMP,0,0,0,0.42,0
217,7EIGK_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-10-15_16-24-55.BMP,0,0,1,0.9,0
218,Y50SM_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-26_03-20-12.BMP,0,0,0,0.91,0
219,Y50Z8_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-12-15_08-18-10.BMP,0,0,0,0.51,0
220,T10H0_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX8DY11SDX8SDY15_2020-06-18_17-28-42.BMP,0,0,0,0.66,0
221,Y50XM_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-04_21-18-05.BMP,0,0,0,0.57,0
222,S708I_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-20_22-52-00.BMP,0,0,1,0.56,0
223,W30E4_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-07-14_23-26-47.BMP,0,0,0,0.41,0
224,5D0I6_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2019-12-29_01-50-21.BMP,0,0,0,0.91,0
225,7N0L2_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-03-17_19-26-45.BMP,0,0,0,0.8,0
226,9A0SE_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-04-22_15-45-32.BMP,0,0,0,0.4,0
227,9UHJ2_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-11-29_13-51-26.BMP,0,0,0,0.69,0
228,Y50ZI_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-07-06_15-36-35.BMP,0,0,1,0.83,0
229,7N0N0_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-05-07_21-54-15.BMP,0,0,0,0.6,0
230,9A0TE_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-03-13_11-21-53.BMP,0,0,1,0.93,0
231,Y50X8_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-14_20-59-21.BMP,0,0,0,0.64,0
232,4P0RE_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-11-24_01-38-03.BMP,0,0,0,0.75,0
233,9A0TA_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-03-13_23-21-50.BMP,0,0,1,0.57,0
234,Y512I_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX7DY7SDX8SDY17_2020-10-23_04-14-19.BMP,0,0,0,0.4,0
235,W30DU_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-06-01_21-07-13.BMP,0,0,1,0.42,0
236,T10GA_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-16_07-46-52.BMP,0,0,1,0.62,0
237,T10HC_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-30_02-22-54.BMP,0,0,0,0.46,0
238,7N0LK_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY16_2020-02-06_00-49-58.BMP,0,0,1,0.8,0
239,7QI8O_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-10-14_14-13-23.BMP,0,0,0,0.73,0
240,S708I_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-20_22-52-00.BMP,0,0,0,0.59,0
241,N9HKA_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-05-18_07-10-31.BMP,0,0,0,0.89,0
242,W30E4_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-07-14_23-26-47.BMP,0,0,0,0.94,0
243,Y50SE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-23_03-27-39.BMP,0,0,0,0.4,0
244,Y50YQ_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-05-25_02-18-35.BMP,0,0,1,0.47,0
245,7N0KQ_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-01-31_17-48-19.BMP,0,0,0,0.78,0
246,Y50ZO_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-08-25_10-15-03.BMP,0,0,0,0.75,0
247,N606A_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY15_2020-12-01_09-05-20.BMP,0,0,0,0.58,0
